,Date,Symbol
877,2016-01-01,JPASSOCIAT
878,2016-01-01,TV18BRDCST
879,2016-01-01,GODREJIND
880,2016-01-01,IFCI
881,2016-01-01,IRB
882,2016-01-01,INDIACEM
883,2016-01-01,WOCKPHARMA
884,2016-01-01,IDFC
885,2016-01-01,KSCL
886,2016-01-01,JISLJALEQS
887,2016-01-01,NHPC
888,2016-01-01,BEML
889,2016-01-01,ORIENTBANK
890,2016-01-01,JETAIRWAYS
891,2016-01-01,SOUTHBANK
892,2016-01-01,SYNDIBANK
893,2016-01-01,CEATLTD
894,2016-01-01,KTKBANK
895,2016-01-01,ALBK
896,2016-01-01,AJANTPHARM
897,2016-01-01,TATACOMM
898,2016-01-01,RPOWER
899,2016-01-01,BHARATFIN
900,2016-01-01,HINDZINC
901,2016-01-01,RELINFRA
902,2016-01-01,RELCAPITAL
903,2016-01-01,ARVIND
904,2016-01-01,OFSS
905,2016-01-01,IDBI
906,2016-01-01,ENGINERSIN
907,2016-01-01,DHFL
908,2016-01-01,STAR
909,2016-01-01,BANKINDIA
910,2016-01-01,UNIONBANK
911,2016-01-01,HEXAWARE
912,2016-01-01,DISHTV
913,2016-01-01,TATAMTRDVR
914,2016-01-01,CASTROLIND
915,2016-01-01,TATACONSUM
916,2016-01-01,OIL
917,2016-01-01,CESC
918,2016-01-01,YESBANK
919,2016-01-01,ADANIPOWER
920,2016-01-01,JUSTDIAL
921,2016-01-01,NCC
922,2016-01-01,CENTURYTEX
923,2016-01-01,INDUSTOWER
924,2016-01-01,CADILAHC
925,2016-01-01,MINDTREE
926,2016-01-01,SRTRANSFIN
927,2016-01-01,AMARAJABAT
928,2016-01-01,HDFC
929,2016-01-01,IBULHSGFIN
930,2016-01-01,L_TFH
931,2016-01-01,ZEEL
932,2016-01-01,TCS
933,2016-01-01,UPL
934,2016-01-01,SIEMENS
935,2016-01-01,SBIN
936,2016-01-01,SAIL
937,2016-01-01,VOLTAS
938,2016-01-01,VEDL
939,2016-01-01,RECLTD
940,2016-01-01,SRF
941,2016-01-01,RELIANCE
942,2016-01-01,TATAMOTORS
943,2016-01-01,TORNTPHARM
944,2016-01-01,TITAN
945,2016-01-01,TATAPOWER
946,2016-01-01,TATASTEEL
947,2016-01-01,TECHM
948,2016-01-01,UBL
949,2016-01-01,ULTRACEMCO
950,2016-01-01,SUNPHARMA
951,2016-01-01,SUNTV
952,2016-01-01,TVSMOTOR
953,2016-01-01,TATACHEM
954,2016-01-01,WIPRO
955,2016-01-01,CIPLA
956,2016-01-01,COALINDIA
957,2016-01-01,COLPAL
958,2016-01-01,CONCOR
959,2016-01-01,DABUR
960,2016-01-01,DIVISLAB
961,2016-01-01,DLF
962,2016-01-01,CANBK
963,2016-01-01,DRREDDY
964,2016-01-01,EXIDEIND
965,2016-01-01,FEDERALBNK
966,2016-01-01,GAIL
967,2016-01-01,GLENMARK
968,2016-01-01,GMRINFRA
969,2016-01-01,GODREJCP
970,2016-01-01,GRASIM
971,2016-01-01,HAVELLS
972,2016-01-01,EICHERMOT
973,2016-01-01,HCLTECH
974,2016-01-01,BRITANNIA
975,2016-01-01,BOSCHLTD
976,2016-01-01,ACC
977,2016-01-01,ADANIENT
978,2016-01-01,ADANIPORTS
979,2016-01-01,AMBUJACEM
980,2016-01-01,APOLLOHOSP
981,2016-01-01,APOLLOTYRE
982,2016-01-01,ASHOKLEY
983,2016-01-01,ASIANPAINT
984,2016-01-01,AUROPHARMA
985,2016-01-01,AXISBANK
986,2016-01-01,BPCL
987,2016-01-01,BAJAJ_AUTO
988,2016-01-01,BAJFINANCE
989,2016-01-01,BANKBARODA
990,2016-01-01,BATAINDIA
991,2016-01-01,BEL
992,2016-01-01,BHARATFORG
993,2016-01-01,BHARTIARTL
994,2016-01-01,BHEL
995,2016-01-01,BIOCON
996,2016-01-01,HDFCBANK
997,2016-01-01,HEROMOTOCO
998,2016-01-01,HINDALCO
999,2016-01-01,MOTHERSON
1000,2016-01-01,MRF
1001,2016-01-01,MARUTI
1002,2016-01-01,NTPC
1003,2016-01-01,ONGC
1004,2016-01-01,PAGEIND
1005,2016-01-01,PETRONET
1006,2016-01-01,PFC
1007,2016-01-01,PIDILITIND
1008,2016-01-01,PNB
1009,2016-01-01,POWERGRID
1010,2016-01-01,NMDC
1011,2016-01-01,MARICO
1012,2016-01-01,M_MFIN
1013,2016-01-01,HINDPETRO
1014,2016-01-01,HINDUNILVR
1015,2016-01-01,ICICIBANK
1016,2016-01-01,IDEA
1017,2016-01-01,IGL
1018,2016-01-01,INDUSINDBK
1019,2016-01-01,INFY
1020,2016-01-01,IOC
1021,2016-01-01,ITC
1022,2016-01-01,JINDALSTEL
1023,2016-01-01,JSWSTEEL
1024,2016-01-01,JUBLFOOD
1025,2016-01-01,KOTAKBANK
1026,2016-01-01,LICHSGFIN
1027,2016-01-01,LT
1028,2016-01-01,LUPIN
1029,2016-01-01,M_M
1030,2016-07-01,SINTEX
1031,2016-07-01,UNITDSPR
1032,2016-07-01,UNITECH
1033,2016-07-01,MCLEODRUSS
1034,2016-07-01,CROMPGREAV
1035,2016-07-01,CAIRN
1036,2016-07-01,ABIRLANUVO
1037,2016-07-01,IBREALEST
1038,2016-07-01,ICIL
1039,2016-07-01,JSWENERGY
1040,2016-07-01,HDIL
1041,2016-07-01,ANDHRABANK
1042,2016-07-01,GRANULES
1043,2016-07-01,PTC
1044,2016-07-01,RCOM
1045,2016-07-01,JPASSOCIAT
1046,2016-07-01,TV18BRDCST
1047,2016-07-01,GODREJIND
1048,2016-07-01,IFCI
1049,2016-07-01,IRB
1050,2016-07-01,INDIACEM
1051,2016-07-01,WOCKPHARMA
1052,2016-07-01,IDFC
1053,2016-07-01,KSCL
1054,2016-07-01,JISLJALEQS
1055,2016-07-01,NHPC
1056,2016-07-01,BEML
1057,2016-07-01,ORIENTBANK
1058,2016-07-01,JETAIRWAYS
1059,2016-07-01,SOUTHBANK
1060,2016-07-01,PCJEWELLER
1061,2016-07-01,SYNDIBANK
1062,2016-07-01,CEATLTD
1063,2016-07-01,KTKBANK
1064,2016-07-01,ALBK
1065,2016-07-01,AJANTPHARM
1066,2016-07-01,TATACOMM
1067,2016-07-01,RPOWER
1068,2016-07-01,BHARATFIN
1069,2016-07-01,HINDZINC
1070,2016-07-01,RELINFRA
1071,2016-07-01,RELCAPITAL
1072,2016-07-01,ARVIND
1073,2016-07-01,OFSS
1074,2016-07-01,IDBI
1075,2016-07-01,ENGINERSIN
1076,2016-07-01,DHFL
1077,2016-07-01,BSOFT
1078,2016-07-01,STAR
1079,2016-07-01,BANKINDIA
1080,2016-07-01,TATAELXSI
1081,2016-07-01,UNIONBANK
1082,2016-07-01,HEXAWARE
1083,2016-07-01,DISHTV
1084,2016-07-01,TATAMTRDVR
1085,2016-07-01,CASTROLIND
1086,2016-07-01,TATACONSUM
1087,2016-07-01,OIL
1088,2016-07-01,CESC
1089,2016-07-01,YESBANK
1090,2016-07-01,ADANIPOWER
1091,2016-07-01,JUSTDIAL
1092,2016-07-01,NCC
1093,2016-07-01,CENTURYTEX
1094,2016-07-01,INDUSTOWER
1095,2016-07-01,CADILAHC
1096,2016-07-01,MINDTREE
1097,2016-07-01,SRTRANSFIN
1098,2016-07-01,AMARAJABAT
1099,2016-07-01,HDFC
1100,2016-07-01,IBULHSGFIN
1101,2016-07-01,L_TFH
1102,2016-07-01,ZEEL
1103,2016-07-01,TCS
1104,2016-07-01,UPL
1105,2016-07-01,SIEMENS
1106,2016-07-01,SBIN
1107,2016-07-01,SAIL
1108,2016-07-01,VOLTAS
1109,2016-07-01,VEDL
1110,2016-07-01,RECLTD
1111,2016-07-01,SRF
1112,2016-07-01,RELIANCE
1113,2016-07-01,TATAMOTORS
1114,2016-07-01,TORNTPHARM
1115,2016-07-01,TITAN
1116,2016-07-01,TATAPOWER
1117,2016-07-01,TATASTEEL
1118,2016-07-01,TECHM
1119,2016-07-01,UBL
1120,2016-07-01,ULTRACEMCO
1121,2016-07-01,SUNPHARMA
1122,2016-07-01,SUNTV
1123,2016-07-01,TVSMOTOR
1124,2016-07-01,TATACHEM
1125,2016-07-01,WIPRO
1126,2016-07-01,CIPLA
1127,2016-07-01,COALINDIA
1128,2016-07-01,COLPAL
1129,2016-07-01,CONCOR
1130,2016-07-01,CUMMINSIND
1131,2016-07-01,DABUR
1132,2016-07-01,DIVISLAB
1133,2016-07-01,DLF
1134,2016-07-01,CANBK
1135,2016-07-01,DRREDDY
1136,2016-07-01,EXIDEIND
1137,2016-07-01,FEDERALBNK
1138,2016-07-01,GAIL
1139,2016-07-01,GLENMARK
1140,2016-07-01,GMRINFRA
1141,2016-07-01,GODREJCP
1142,2016-07-01,GRASIM
1143,2016-07-01,HAVELLS
1144,2016-07-01,EICHERMOT
1145,2016-07-01,HCLTECH
1146,2016-07-01,BRITANNIA
1147,2016-07-01,BOSCHLTD
1148,2016-07-01,ACC
1149,2016-07-01,ADANIENT
1150,2016-07-01,ADANIPORTS
1151,2016-07-01,AMBUJACEM
1152,2016-07-01,APOLLOHOSP
1153,2016-07-01,APOLLOTYRE
1154,2016-07-01,ASHOKLEY
1155,2016-07-01,ASIANPAINT
1156,2016-07-01,AUROPHARMA
1157,2016-07-01,AXISBANK
1158,2016-07-01,BPCL
1159,2016-07-01,BAJAJ_AUTO
1160,2016-07-01,BAJFINANCE
1161,2016-07-01,BANKBARODA
1162,2016-07-01,BATAINDIA
1163,2016-07-01,BEL
1164,2016-07-01,BHARATFORG
1165,2016-07-01,BHARTIARTL
1166,2016-07-01,BHEL
1167,2016-07-01,BIOCON
1168,2016-07-01,HDFCBANK
1169,2016-07-01,HEROMOTOCO
1170,2016-07-01,HINDALCO
1171,2016-07-01,MOTHERSON
1172,2016-07-01,MRF
1173,2016-07-01,MARUTI
1174,2016-07-01,COFORGE
1175,2016-07-01,NTPC
1176,2016-07-01,ONGC
1177,2016-07-01,PAGEIND
1178,2016-07-01,PETRONET
1179,2016-07-01,PFC
1180,2016-07-01,PIDILITIND
1181,2016-07-01,PNB
1182,2016-07-01,POWERGRID
1183,2016-07-01,NMDC
1184,2016-07-01,MARICO
1185,2016-07-01,M_MFIN
1186,2016-07-01,HINDPETRO
1187,2016-07-01,HINDUNILVR
1188,2016-07-01,ICICIBANK
1189,2016-07-01,IDEA
1190,2016-07-01,IGL
1191,2016-07-01,INDUSINDBK
1192,2016-07-01,INFY
1193,2016-07-01,IOC
1194,2016-07-01,ITC
1195,2016-07-01,JINDALSTEL
1196,2016-07-01,JSWSTEEL
1197,2016-07-01,JUBLFOOD
1198,2016-07-01,KOTAKBANK
1199,2016-07-01,LICHSGFIN
1200,2016-07-01,LT
1201,2016-07-01,LUPIN
1202,2016-07-01,M_M
1203,2017-01-01,SINTEX
1204,2017-01-01,UNITDSPR
1205,2017-01-01,MCLEODRUSS
1206,2017-01-01,CROMPGREAV
1207,2017-01-01,CAIRN
1208,2017-01-01,ABIRLANUVO
1209,2017-01-01,IBREALEST
1210,2017-01-01,ICIL
1211,2017-01-01,JSWENERGY
1212,2017-01-01,HDIL
1213,2017-01-01,ANDHRABANK
1214,2017-01-01,GRANULES
1215,2017-01-01,PTC
1216,2017-01-01,RCOM
1217,2017-01-01,JPASSOCIAT
1218,2017-01-01,TV18BRDCST
1219,2017-01-01,GODREJIND
1220,2017-01-01,IFCI
1221,2017-01-01,IRB
1222,2017-01-01,INDIACEM
1223,2017-01-01,DCBBANK
1224,2017-01-01,WOCKPHARMA
1225,2017-01-01,IDFC
1226,2017-01-01,KSCL
1227,2017-01-01,JISLJALEQS
1228,2017-01-01,NHPC
1229,2017-01-01,BEML
1230,2017-01-01,ORIENTBANK
1231,2017-01-01,JETAIRWAYS
1232,2017-01-01,SOUTHBANK
1233,2017-01-01,PCJEWELLER
1234,2017-01-01,SYNDIBANK
1235,2017-01-01,CEATLTD
1236,2017-01-01,KTKBANK
1237,2017-01-01,ALBK
1238,2017-01-01,AJANTPHARM
1239,2017-01-01,TATACOMM
1240,2017-01-01,RPOWER
1241,2017-01-01,BHARATFIN
1242,2017-01-01,HINDZINC
1243,2017-01-01,RELINFRA
1244,2017-01-01,RELCAPITAL
1245,2017-01-01,ARVIND
1246,2017-01-01,OFSS
1247,2017-01-01,IDBI
1248,2017-01-01,ENGINERSIN
1249,2017-01-01,DHFL
1250,2017-01-01,BSOFT
1251,2017-01-01,STAR
1252,2017-01-01,BANKINDIA
1253,2017-01-01,TATAELXSI
1254,2017-01-01,UNIONBANK
1255,2017-01-01,HEXAWARE
1256,2017-01-01,DISHTV
1257,2017-01-01,TATAMTRDVR
1258,2017-01-01,CASTROLIND
1259,2017-01-01,TATACONSUM
1260,2017-01-01,OIL
1261,2017-01-01,CESC
1262,2017-01-01,YESBANK
1263,2017-01-01,ADANIPOWER
1264,2017-01-01,JUSTDIAL
1265,2017-01-01,NCC
1266,2017-01-01,CENTURYTEX
1267,2017-01-01,INDUSTOWER
1268,2017-01-01,CADILAHC
1269,2017-01-01,MINDTREE
1270,2017-01-01,SRTRANSFIN
1271,2017-01-01,AMARAJABAT
1272,2017-01-01,TORNTPOWER
1273,2017-01-01,HDFC
1274,2017-01-01,IBULHSGFIN
1275,2017-01-01,L_TFH
1276,2017-01-01,ZEEL
1277,2017-01-01,TCS
1278,2017-01-01,UPL
1279,2017-01-01,SIEMENS
1280,2017-01-01,SBIN
1281,2017-01-01,SAIL
1282,2017-01-01,VOLTAS
1283,2017-01-01,VEDL
1284,2017-01-01,RECLTD
1285,2017-01-01,SRF
1286,2017-01-01,RELIANCE
1287,2017-01-01,TATAMOTORS
1288,2017-01-01,TORNTPHARM
1289,2017-01-01,TITAN
1290,2017-01-01,TATAPOWER
1291,2017-01-01,TATASTEEL
1292,2017-01-01,TECHM
1293,2017-01-01,UBL
1294,2017-01-01,ULTRACEMCO
1295,2017-01-01,SUNPHARMA
1296,2017-01-01,SUNTV
1297,2017-01-01,TVSMOTOR
1298,2017-01-01,TATACHEM
1299,2017-01-01,WIPRO
1300,2017-01-01,CIPLA
1301,2017-01-01,COALINDIA
1302,2017-01-01,COLPAL
1303,2017-01-01,CONCOR
1304,2017-01-01,CUMMINSIND
1305,2017-01-01,DABUR
1306,2017-01-01,DIVISLAB
1307,2017-01-01,DLF
1308,2017-01-01,CANBK
1309,2017-01-01,DRREDDY
1310,2017-01-01,EXIDEIND
1311,2017-01-01,FEDERALBNK
1312,2017-01-01,GAIL
1313,2017-01-01,GLENMARK
1314,2017-01-01,GMRINFRA
1315,2017-01-01,GODREJCP
1316,2017-01-01,GRASIM
1317,2017-01-01,HAVELLS
1318,2017-01-01,EICHERMOT
1319,2017-01-01,HCLTECH
1320,2017-01-01,BRITANNIA
1321,2017-01-01,BOSCHLTD
1322,2017-01-01,ACC
1323,2017-01-01,ADANIENT
1324,2017-01-01,ADANIPORTS
1325,2017-01-01,AMBUJACEM
1326,2017-01-01,APOLLOHOSP
1327,2017-01-01,APOLLOTYRE
1328,2017-01-01,ASHOKLEY
1329,2017-01-01,ASIANPAINT
1330,2017-01-01,AUROPHARMA
1331,2017-01-01,AXISBANK
1332,2017-01-01,BPCL
1333,2017-01-01,BAJAJ_AUTO
1334,2017-01-01,BAJFINANCE
1335,2017-01-01,BANKBARODA
1336,2017-01-01,BATAINDIA
1337,2017-01-01,BEL
1338,2017-01-01,BHARATFORG
1339,2017-01-01,BHARTIARTL
1340,2017-01-01,BHEL
1341,2017-01-01,BIOCON
1342,2017-01-01,HDFCBANK
1343,2017-01-01,HEROMOTOCO
1344,2017-01-01,HINDALCO
1345,2017-01-01,MOTHERSON
1346,2017-01-01,MRF
1347,2017-01-01,MARUTI
1348,2017-01-01,COFORGE
1349,2017-01-01,NTPC
1350,2017-01-01,ONGC
1351,2017-01-01,PAGEIND
1352,2017-01-01,PETRONET
1353,2017-01-01,PFC
1354,2017-01-01,PIDILITIND
1355,2017-01-01,PNB
1356,2017-01-01,POWERGRID
1357,2017-01-01,NMDC
1358,2017-01-01,MARICO
1359,2017-01-01,M_MFIN
1360,2017-01-01,HINDPETRO
1361,2017-01-01,HINDUNILVR
1362,2017-01-01,ICICIBANK
1363,2017-01-01,IDEA
1364,2017-01-01,IDFCFIRSTB
1365,2017-01-01,IGL
1366,2017-01-01,INDUSINDBK
1367,2017-01-01,INFY
1368,2017-01-01,IOC
1369,2017-01-01,ITC
1370,2017-01-01,JINDALSTEL
1371,2017-01-01,JSWSTEEL
1372,2017-01-01,JUBLFOOD
1373,2017-01-01,KOTAKBANK
1374,2017-01-01,LICHSGFIN
1375,2017-01-01,LT
1376,2017-01-01,LUPIN
1377,2017-01-01,M_M
1378,2017-07-01,SUZLON
1379,2017-07-01,SINTEX
1380,2017-07-01,RAYMOND
1381,2017-07-01,UNITDSPR
1382,2017-07-01,ABIRLANUVO
1383,2017-07-01,RDEL
1384,2017-07-01,IBREALEST
1385,2017-07-01,ICIL
1386,2017-07-01,JSWENERGY
1387,2017-07-01,FORTIS
1388,2017-07-01,HDIL
1389,2017-07-01,ANDHRABANK
1390,2017-07-01,BALRAMCHIN
1391,2017-07-01,HCC
1392,2017-07-01,DALMIABHA
1393,2017-07-01,GRANULES
1394,2017-07-01,CAPF
1395,2017-07-01,PTC
1396,2017-07-01,RCOM
1397,2017-07-01,SREINFRA
1398,2017-07-01,JPASSOCIAT
1399,2017-07-01,TV18BRDCST
1400,2017-07-01,INFIBEAM
1401,2017-07-01,GODFRYPHLP
1402,2017-07-01,GODREJIND
1403,2017-07-01,IFCI
1404,2017-07-01,IRB
1405,2017-07-01,VGUARD
1406,2017-07-01,GSFC
1407,2017-07-01,INDIACEM
1408,2017-07-01,DCBBANK
1409,2017-07-01,WOCKPHARMA
1410,2017-07-01,INDIANB
1411,2017-07-01,IDFC
1412,2017-07-01,KSCL
1413,2017-07-01,JISLJALEQS
1414,2017-07-01,NHPC
1415,2017-07-01,BEML
1416,2017-07-01,ORIENTBANK
1417,2017-07-01,JETAIRWAYS
1418,2017-07-01,SOUTHBANK
1419,2017-07-01,MRPL
1420,2017-07-01,PCJEWELLER
1421,2017-07-01,REPCOHOME
1422,2017-07-01,SYNDIBANK
1423,2017-07-01,CANFINHOME
1424,2017-07-01,CEATLTD
1425,2017-07-01,KTKBANK
1426,2017-07-01,CGPOWER
1427,2017-07-01,CHENNPETRO
1428,2017-07-01,ALBK
1429,2017-07-01,AJANTPHARM
1430,2017-07-01,TATACOMM
1431,2017-07-01,RPOWER
1432,2017-07-01,BHARATFIN
1433,2017-07-01,HINDZINC
1434,2017-07-01,RELINFRA
1435,2017-07-01,RELCAPITAL
1436,2017-07-01,ARVIND
1437,2017-07-01,OFSS
1438,2017-07-01,IDBI
1439,2017-07-01,MCX
1440,2017-07-01,ENGINERSIN
1441,2017-07-01,DHFL
1442,2017-07-01,BSOFT
1443,2017-07-01,KAJARIACER
1444,2017-07-01,STAR
1445,2017-07-01,BANKINDIA
1446,2017-07-01,TATAELXSI
1447,2017-07-01,UNIONBANK
1448,2017-07-01,HEXAWARE
1449,2017-07-01,DISHTV
1450,2017-07-01,TATAMTRDVR
1451,2017-07-01,CASTROLIND
1452,2017-07-01,NBCC
1453,2017-07-01,TATACONSUM
1454,2017-07-01,OIL
1455,2017-07-01,CESC
1456,2017-07-01,YESBANK
1457,2017-07-01,ADANIPOWER
1458,2017-07-01,JUSTDIAL
1459,2017-07-01,NCC
1460,2017-07-01,CENTURYTEX
1461,2017-07-01,EQUITAS
1462,2017-07-01,UJJIVAN
1463,2017-07-01,INDUSTOWER
1464,2017-07-01,CADILAHC
1465,2017-07-01,MINDTREE
1466,2017-07-01,SRTRANSFIN
1467,2017-07-01,AMARAJABAT
1468,2017-07-01,TORNTPOWER
1469,2017-07-01,HDFC
1470,2017-07-01,IBULHSGFIN
1471,2017-07-01,L_TFH
1472,2017-07-01,ZEEL
1473,2017-07-01,TCS
1474,2017-07-01,UPL
1475,2017-07-01,SIEMENS
1476,2017-07-01,SHREECEM
1477,2017-07-01,SBIN
1478,2017-07-01,SAIL
1479,2017-07-01,VOLTAS
1480,2017-07-01,VEDL
1481,2017-07-01,RECLTD
1482,2017-07-01,SRF
1483,2017-07-01,RELIANCE
1484,2017-07-01,TATAMOTORS
1485,2017-07-01,TORNTPHARM
1486,2017-07-01,TITAN
1487,2017-07-01,TATAPOWER
1488,2017-07-01,TATASTEEL
1489,2017-07-01,TECHM
1490,2017-07-01,UBL
1491,2017-07-01,ULTRACEMCO
1492,2017-07-01,SUNPHARMA
1493,2017-07-01,SUNTV
1494,2017-07-01,TVSMOTOR
1495,2017-07-01,TATACHEM
1496,2017-07-01,WIPRO
1497,2017-07-01,MANAPPURAM
1498,2017-07-01,RAMCOCEM
1499,2017-07-01,CHOLAFIN
1500,2017-07-01,CIPLA
1501,2017-07-01,COALINDIA
1502,2017-07-01,COLPAL
1503,2017-07-01,CONCOR
1504,2017-07-01,CUMMINSIND
1505,2017-07-01,DABUR
1506,2017-07-01,DIVISLAB
1507,2017-07-01,DLF
1508,2017-07-01,CANBK
1509,2017-07-01,DRREDDY
1510,2017-07-01,ESCORTS
1511,2017-07-01,EXIDEIND
1512,2017-07-01,FEDERALBNK
1513,2017-07-01,GAIL
1514,2017-07-01,GLENMARK
1515,2017-07-01,GMRINFRA
1516,2017-07-01,GODREJCP
1517,2017-07-01,GRASIM
1518,2017-07-01,HAVELLS
1519,2017-07-01,EICHERMOT
1520,2017-07-01,HCLTECH
1521,2017-07-01,BRITANNIA
1522,2017-07-01,BOSCHLTD
1523,2017-07-01,ACC
1524,2017-07-01,ADANIENT
1525,2017-07-01,ADANIPORTS
1526,2017-07-01,AMBUJACEM
1527,2017-07-01,APOLLOHOSP
1528,2017-07-01,APOLLOTYRE
1529,2017-07-01,ASHOKLEY
1530,2017-07-01,ASIANPAINT
1531,2017-07-01,AUROPHARMA
1532,2017-07-01,AXISBANK
1533,2017-07-01,BPCL
1534,2017-07-01,BAJAJ_AUTO
1535,2017-07-01,BAJFINANCE
1536,2017-07-01,BALKRISIND
1537,2017-07-01,BANKBARODA
1538,2017-07-01,BATAINDIA
1539,2017-07-01,BEL
1540,2017-07-01,BERGEPAINT
1541,2017-07-01,BHARATFORG
1542,2017-07-01,BHARTIARTL
1543,2017-07-01,BHEL
1544,2017-07-01,BIOCON
1545,2017-07-01,BAJAJFINSV
1546,2017-07-01,HDFCBANK
1547,2017-07-01,HEROMOTOCO
1548,2017-07-01,HINDALCO
1549,2017-07-01,MFSL
1550,2017-07-01,MGL
1551,2017-07-01,MOTHERSON
1552,2017-07-01,MRF
1553,2017-07-01,MUTHOOTFIN
1554,2017-07-01,NATIONALUM
1555,2017-07-01,NESTLEIND
1556,2017-07-01,MARUTI
1557,2017-07-01,COFORGE
1558,2017-07-01,NTPC
1559,2017-07-01,ONGC
1560,2017-07-01,PAGEIND
1561,2017-07-01,PEL
1562,2017-07-01,PETRONET
1563,2017-07-01,PFC
1564,2017-07-01,PIDILITIND
1565,2017-07-01,PNB
1566,2017-07-01,POWERGRID
1567,2017-07-01,PVRINOX
1568,2017-07-01,NMDC
1569,2017-07-01,MARICO
1570,2017-07-01,M_MFIN
1571,2017-07-01,HINDPETRO
1572,2017-07-01,HINDUNILVR
1573,2017-07-01,ICICIBANK
1574,2017-07-01,ICICIPRULI
1575,2017-07-01,IDEA
1576,2017-07-01,IDFCFIRSTB
1577,2017-07-01,IGL
1578,2017-07-01,INDIGO
1579,2017-07-01,INDUSINDBK
1580,2017-07-01,INFY
1581,2017-07-01,IOC
1582,2017-07-01,ITC
1583,2017-07-01,JINDALSTEL
1584,2017-07-01,JSWSTEEL
1585,2017-07-01,JUBLFOOD
1586,2017-07-01,KOTAKBANK
1587,2017-07-01,LICHSGFIN
1588,2017-07-01,LT
1589,2017-07-01,LUPIN
1590,2017-07-01,M_M
1591,2017-07-01,RBLBANK
1592,2018-01-01,SUZLON
1593,2018-01-01,RAYMOND
1594,2018-01-01,UNITDSPR
1595,2018-01-01,ICIL
1596,2018-01-01,JSWENERGY
1597,2018-01-01,FORTIS
1598,2018-01-01,HDIL
1599,2018-01-01,RNAVAL
1600,2018-01-01,ANDHRABANK
1601,2018-01-01,BALRAMCHIN
1602,2018-01-01,HCC
1603,2018-01-01,DALMIABHA
1604,2018-01-01,GRANULES
1605,2018-01-01,CAPF
1606,2018-01-01,PTC
1607,2018-01-01,RCOM
1608,2018-01-01,SREINFRA
1609,2018-01-01,JPASSOCIAT
1610,2018-01-01,TV18BRDCST
1611,2018-01-01,INFIBEAM
1612,2018-01-01,GODFRYPHLP
1613,2018-01-01,GODREJIND
1614,2018-01-01,IFCI
1615,2018-01-01,IRB
1616,2018-01-01,VGUARD
1617,2018-01-01,GSFC
1618,2018-01-01,INDIACEM
1619,2018-01-01,DCBBANK
1620,2018-01-01,WOCKPHARMA
1621,2018-01-01,INDIANB
1622,2018-01-01,IDFC
1623,2018-01-01,KSCL
1624,2018-01-01,JISLJALEQS
1625,2018-01-01,NHPC
1626,2018-01-01,BEML
1627,2018-01-01,ORIENTBANK
1628,2018-01-01,JETAIRWAYS
1629,2018-01-01,SOUTHBANK
1630,2018-01-01,MRPL
1631,2018-01-01,PCJEWELLER
1632,2018-01-01,REPCOHOME
1633,2018-01-01,SYNDIBANK
1634,2018-01-01,CANFINHOME
1635,2018-01-01,CEATLTD
1636,2018-01-01,KTKBANK
1637,2018-01-01,CGPOWER
1638,2018-01-01,CHENNPETRO
1639,2018-01-01,ALBK
1640,2018-01-01,AJANTPHARM
1641,2018-01-01,TATACOMM
1642,2018-01-01,RPOWER
1643,2018-01-01,BHARATFIN
1644,2018-01-01,HINDZINC
1645,2018-01-01,RELINFRA
1646,2018-01-01,RELCAPITAL
1647,2018-01-01,ARVIND
1648,2018-01-01,OFSS
1649,2018-01-01,IDBI
1650,2018-01-01,MCX
1651,2018-01-01,ENGINERSIN
1652,2018-01-01,DHFL
1653,2018-01-01,BSOFT
1654,2018-01-01,KAJARIACER
1655,2018-01-01,STAR
1656,2018-01-01,BANKINDIA
1657,2018-01-01,TATAELXSI
1658,2018-01-01,UNIONBANK
1659,2018-01-01,HEXAWARE
1660,2018-01-01,DISHTV
1661,2018-01-01,TATAMTRDVR
1662,2018-01-01,CASTROLIND
1663,2018-01-01,NBCC
1664,2018-01-01,TATACONSUM
1665,2018-01-01,OIL
1666,2018-01-01,CESC
1667,2018-01-01,YESBANK
1668,2018-01-01,ADANIPOWER
1669,2018-01-01,JUSTDIAL
1670,2018-01-01,NCC
1671,2018-01-01,CENTURYTEX
1672,2018-01-01,EQUITAS
1673,2018-01-01,UJJIVAN
1674,2018-01-01,INDUSTOWER
1675,2018-01-01,CADILAHC
1676,2018-01-01,MINDTREE
1677,2018-01-01,SRTRANSFIN
1678,2018-01-01,AMARAJABAT
1679,2018-01-01,TORNTPOWER
1680,2018-01-01,HDFC
1681,2018-01-01,IBULHSGFIN
1682,2018-01-01,L_TFH
1683,2018-01-01,ZEEL
1684,2018-01-01,TCS
1685,2018-01-01,UPL
1686,2018-01-01,SIEMENS
1687,2018-01-01,SHREECEM
1688,2018-01-01,SBIN
1689,2018-01-01,SAIL
1690,2018-01-01,VOLTAS
1691,2018-01-01,VEDL
1692,2018-01-01,RECLTD
1693,2018-01-01,SRF
1694,2018-01-01,RELIANCE
1695,2018-01-01,TATAMOTORS
1696,2018-01-01,TORNTPHARM
1697,2018-01-01,TITAN
1698,2018-01-01,TATAPOWER
1699,2018-01-01,TATASTEEL
1700,2018-01-01,TECHM
1701,2018-01-01,UBL
1702,2018-01-01,ULTRACEMCO
1703,2018-01-01,SUNPHARMA
1704,2018-01-01,SUNTV
1705,2018-01-01,TVSMOTOR
1706,2018-01-01,TATACHEM
1707,2018-01-01,WIPRO
