,Unnamed: 0,Symbol,Start,End,Company Name,Accord Code,Prev Date,Curr Price,Curr Date,Prev Price,Returns,Diff
1073,1073,MRF,2015-11-27,2015-12-31,MRF Ltd.,100290,2015-11-27,39877.5,2015-12-31,39430.75,0.01132998991903527,"34 days, 0:00:00"
1074,1074,COLPAL,2015-11-27,2015-12-31,Colgate-Palmolive (India) Ltd.,100830,2015-11-27,972.85,2015-12-31,966.85,0.006205719604902518,"34 days, 0:00:00"
1075,1075,BEL,2015-11-27,2015-12-31,Bharat Electronics Ltd.,100049,2015-11-27,41.5484848484848,2015-12-31,38.6333333333333,0.07545689858028048,"34 days, 0:00:00"
1076,1076,BPCL,2015-11-27,2015-12-31,Bharat Petroleum Corporation Ltd.,100547,2015-11-27,297.433333333333,2015-12-31,300.45,-0.010040494813336638,"34 days, 0:00:00"
1077,1077,AXISBANK,2015-11-27,2015-12-31,Axis Bank Ltd.,132215,2015-11-27,449.1,2015-12-31,471.0,-0.04649681528662416,"34 days, 0:00:00"
1078,1078,MINDTREE,2015-11-27,2015-12-31,Mindtree Ltd. - (Amalgamated),132819,2015-11-27,716.875,2015-12-31,723.4,-0.009019905999447025,"34 days, 0:00:00"
1079,1079,SIEMENS,2015-11-27,2015-12-31,Siemens Ltd.,100550,2015-11-27,1200.65,2015-12-31,1229.35,-0.023345670476267802,"34 days, 0:00:00"
1080,1080,BRITANNIA,2016-01-01,2016-01-28,Britannia Industries Ltd.,100825,2016-01-01,1335.125,2016-01-28,1493.2,-0.10586324671845704,"27 days, 0:00:00"
1081,1081,BAJFINANCE,2016-01-01,2016-01-28,Bajaj Finance Ltd.,100034,2016-01-01,577.605,2016-01-28,609.585,-0.05246192081498071,"27 days, 0:00:00"
1082,1082,ASHOKLEY,2016-01-01,2016-01-28,Ashok Leyland Ltd.,100477,2016-01-01,88.15,2016-01-28,88.8,-0.007319819819819724,"27 days, 0:00:00"
1083,1083,MARICO,2016-01-01,2016-01-28,Marico Ltd.,131642,2016-01-01,213.15,2016-01-28,227.15,-0.061633281972265024,"27 days, 0:00:00"
1084,1084,JETAIRWAYS,2016-01-01,2016-01-28,Jet Airways (India) Ltd.,132617,2016-01-01,625.0,2016-01-28,760.75,-0.17844232665133092,"27 days, 0:00:00"
1085,1085,BEML,2016-01-01,2016-01-28,BEML Ltd.,100048,2016-01-01,1063.35,2016-01-28,1300.7,-0.182478665334051,"27 days, 0:00:00"
1086,1086,HINDPETRO,2016-01-01,2016-01-28,Hindustan Petroleum Corporation Ltd.,100104,2016-01-01,181.555555555556,2016-01-28,189.744444444444,-0.043157463254665525,"27 days, 0:00:00"
1087,1087,AUROPHARMA,2016-01-01,2016-01-28,Aurobindo Pharma Ltd.,124804,2016-01-01,808.65,2016-01-28,881.4,-0.08253914227365555,"27 days, 0:00:00"
1088,1088,MARUTI,2016-01-01,2016-01-28,Maruti Suzuki India Ltd.,132500,2016-01-01,4103.3,2016-01-28,4638.5,-0.11538212784305267,"27 days, 0:00:00"
1089,1089,GODREJCP,2016-01-01,2016-01-28,Godrej Consumer Products Ltd.,132424,2016-01-01,390.483333333333,2016-01-28,447.35,-0.12711895980030627,"27 days, 0:00:00"
1090,1090,SRF,2016-01-01,2016-01-28,SRF Ltd.,103806,2016-01-01,227.28,2016-01-28,252.62,-0.1003087641516903,"27 days, 0:00:00"
1091,1091,AJANTPHARM,2016-01-01,2016-01-28,Ajanta Pharma Ltd.,132331,2016-01-01,826.666666666667,2016-01-28,887.966666666667,-0.0690341229025114,"27 days, 0:00:00"
1092,1092,WOCKPHARMA,2016-01-01,2016-01-28,Wockhardt Ltd.,132300,2016-01-01,1155.88701746453,2016-01-28,1478.39046515571,-0.21814497272018915,"27 days, 0:00:00"
1093,1093,BEL,2016-01-01,2016-01-28,Bharat Electronics Ltd.,100049,2016-01-01,37.2060606060606,2016-01-28,41.6893939393939,-0.10754134108667926,"27 days, 0:00:00"
1094,1094,DIVISLAB,2016-01-01,2016-01-28,Divi's Laboratories Ltd.,132488,2016-01-01,1129.15,2016-01-28,1162.5,-0.028688172043010673,"27 days, 0:00:00"
1095,1095,SIEMENS,2016-01-01,2016-01-28,Siemens Ltd.,100550,2016-01-01,984.1,2016-01-28,1202.65,-0.1817236935101651,"27 days, 0:00:00"
1096,1096,BPCL,2016-01-01,2016-01-28,Bharat Petroleum Corporation Ltd.,100547,2016-01-01,289.633333333333,2016-01-28,298.683333333333,-0.030299648457117422,"27 days, 0:00:00"
1097,1097,GODREJIND,2016-01-01,2016-01-28,Godrej Industries Ltd.,100164,2016-01-01,343.8,2016-01-28,384.2,-0.10515356585111915,"27 days, 0:00:00"
1098,1098,TORNTPHARM,2016-01-01,2016-01-28,Torrent Pharmaceuticals Ltd.,100420,2016-01-01,692.0,2016-01-28,739.45,-0.06416931503144234,"27 days, 0:00:00"
1099,1099,LUPIN,2016-01-01,2016-01-28,Lupin Ltd.,100257,2016-01-01,1706.35,2016-01-28,1845.25,-0.07527435306868993,"27 days, 0:00:00"
1100,1100,DISHTV,2016-01-01,2016-01-28,Dish TV India Ltd.,132839,2016-01-01,87.3,2016-01-28,102.15,-0.14537444933920712,"27 days, 0:00:00"
1101,1101,IOC,2016-01-01,2016-01-28,Indian Oil Corporation Ltd.,130965,2016-01-01,66.425,2016-01-28,72.2083333333333,-0.080092325447201,"27 days, 0:00:00"
1102,1102,APOLLOHOSP,2016-01-01,2016-01-28,Apollo Hospitals Enterprise Ltd.,108869,2016-01-01,1409.35,2016-01-28,1460.8,-0.03522042716319828,"27 days, 0:00:00"
1103,1103,VOLTAS,2016-01-01,2016-01-28,Voltas Ltd.,100575,2016-01-01,283.55,2016-01-28,319.25,-0.11182458888018791,"27 days, 0:00:00"
1104,1104,UPL,2016-01-01,2016-01-28,UPL Ltd.,112070,2016-01-01,273.766666666667,2016-01-28,293.566666666667,-0.06744634949472007,"27 days, 0:00:00"
1105,1105,DABUR,2016-01-01,2016-01-28,Dabur India Ltd.,100096,2016-01-01,243.5,2016-01-28,276.4,-0.11903039073806071,"27 days, 0:00:00"
1106,1106,PETRONET,2016-01-01,2016-01-28,Petronet LNG Ltd.,132522,2016-01-01,121.675,2016-01-28,129.5,-0.06042471042471045,"27 days, 0:00:00"
1107,1107,STAR,2016-01-01,2016-01-28,Strides Pharma Science Ltd.,132531,2016-01-01,1147.45,2016-01-28,1305.3,-0.12093005439362592,"27 days, 0:00:00"
1108,1108,ABIRLANUVO,2016-01-01,2016-01-28,Aditya Birla Nuvo Ltd. - (Amalgamated),100303,2016-01-01,876.4,2016-01-28,2169.2,-0.5959800848238981,"27 days, 0:00:00"
1109,1109,BIOCON,2016-01-01,2016-01-28,Biocon Ltd.,132523,2016-01-01,82.0333333333333,2016-01-28,86.8666666666667,-0.055640828856485774,"27 days, 0:00:00"
1110,1110,BRITANNIA,2016-01-29,2016-02-25,Britannia Industries Ltd.,100825,2016-01-29,1342.975,2016-02-25,1344.725,-0.0013013813233188943,"27 days, 0:00:00"
1111,1111,BAJFINANCE,2016-01-29,2016-02-25,Bajaj Finance Ltd.,100034,2016-01-29,575.29,2016-02-25,592.84,-0.029603265636596834,"27 days, 0:00:00"
1112,1112,ASHOKLEY,2016-01-29,2016-02-25,Ashok Leyland Ltd.,100477,2016-01-29,85.95,2016-02-25,89.6,-0.040736607142857054,"27 days, 0:00:00"
1113,1113,MARICO,2016-01-29,2016-02-25,Marico Ltd.,131642,2016-01-29,241.05,2016-02-25,221.65,0.08752537784795851,"27 days, 0:00:00"
1114,1114,JETAIRWAYS,2016-01-29,2016-02-25,Jet Airways (India) Ltd.,132617,2016-01-29,504.7,2016-02-25,602.6,-0.16246266179887162,"27 days, 0:00:00"
1115,1115,BEML,2016-01-29,2016-02-25,BEML Ltd.,100048,2016-01-29,977.95,2016-02-25,1049.4,-0.06808652563369548,"27 days, 0:00:00"
1116,1116,HINDPETRO,2016-01-29,2016-02-25,Hindustan Petroleum Corporation Ltd.,100104,2016-01-29,142.644444444444,2016-02-25,181.322222222222,-0.21330963907102302,"27 days, 0:00:00"
1117,1117,AUROPHARMA,2016-01-29,2016-02-25,Aurobindo Pharma Ltd.,124804,2016-01-29,588.85,2016-02-25,834.25,-0.29415642792927776,"27 days, 0:00:00"
1118,1118,MARUTI,2016-01-29,2016-02-25,Maruti Suzuki India Ltd.,132500,2016-01-29,3414.15,2016-02-25,4095.85,-0.16643675915866055,"27 days, 0:00:00"
1119,1119,GODREJCP,2016-01-29,2016-02-25,Godrej Consumer Products Ltd.,132424,2016-01-29,392.566666666667,2016-02-25,408.316666666667,-0.038573002979713424,"27 days, 0:00:00"
1120,1120,SRF,2016-01-29,2016-02-25,SRF Ltd.,103806,2016-01-29,207.25,2016-02-25,233.31,-0.1116968839741117,"27 days, 0:00:00"
1121,1121,AJANTPHARM,2016-01-29,2016-02-25,Ajanta Pharma Ltd.,132331,2016-01-29,866.766666666667,2016-02-25,849.3,0.020565956277719344,"27 days, 0:00:00"
1122,1122,WOCKPHARMA,2016-01-29,2016-02-25,Wockhardt Ltd.,132300,2016-01-29,724.607217543661,2016-02-25,1173.90886226191,-0.382739801327103,"27 days, 0:00:00"
1123,1123,BEL,2016-01-29,2016-02-25,Bharat Electronics Ltd.,100049,2016-01-29,32.330303030303,2016-02-25,37.319696969697,-0.13369331330437403,"27 days, 0:00:00"
1124,1124,DIVISLAB,2016-01-29,2016-02-25,Divi's Laboratories Ltd.,132488,2016-01-29,940.85,2016-02-25,1140.95,-0.17538016565143083,"27 days, 0:00:00"
1125,1125,SIEMENS,2016-01-29,2016-02-25,Siemens Ltd.,100550,2016-01-29,992.25,2016-02-25,1020.8,-0.02796826018808773,"27 days, 0:00:00"
1126,1126,BPCL,2016-01-29,2016-02-25,Bharat Petroleum Corporation Ltd.,100547,2016-01-29,254.716666666667,2016-02-25,297.716666666667,-0.1444326260986394,"27 days, 0:00:00"
1127,1127,GODREJIND,2016-01-29,2016-02-25,Godrej Industries Ltd.,100164,2016-01-29,305.5,2016-02-25,350.9,-0.12938159019663717,"27 days, 0:00:00"
1128,1128,TORNTPHARM,2016-01-29,2016-02-25,Torrent Pharmaceuticals Ltd.,100420,2016-01-29,632.575,2016-02-25,699.425,-0.0955785109196839,"27 days, 0:00:00"
1129,1129,LUPIN,2016-01-29,2016-02-25,Lupin Ltd.,100257,2016-01-29,1760.1,2016-02-25,1710.75,0.028846996931170488,"27 days, 0:00:00"
1130,1130,DISHTV,2016-01-29,2016-02-25,Dish TV India Ltd.,132839,2016-01-29,69.5,2016-02-25,91.25,-0.23835616438356164,"27 days, 0:00:00"
1131,1131,IOC,2016-01-29,2016-02-25,Indian Oil Corporation Ltd.,130965,2016-01-29,60.6833333333333,2016-02-25,67.05,-0.0949540144171021,"27 days, 0:00:00"
1132,1132,APOLLOHOSP,2016-01-29,2016-02-25,Apollo Hospitals Enterprise Ltd.,108869,2016-01-29,1444.7,2016-02-25,1473.0,-0.019212491513917147,"27 days, 0:00:00"
1133,1133,VOLTAS,2016-01-29,2016-02-25,Voltas Ltd.,100575,2016-01-29,223.55,2016-02-25,286.55,-0.21985691851334846,"27 days, 0:00:00"
1134,1134,UPL,2016-01-29,2016-02-25,UPL Ltd.,112070,2016-01-29,254.8,2016-02-25,291.433333333333,-0.12570056044835765,"27 days, 0:00:00"
1135,1135,DABUR,2016-01-29,2016-02-25,Dabur India Ltd.,100096,2016-01-29,238.6,2016-02-25,250.65,-0.04807500498703376,"27 days, 0:00:00"
1136,1136,PETRONET,2016-01-29,2016-02-25,Petronet LNG Ltd.,132522,2016-01-29,118.075,2016-02-25,122.8,-0.03847719869706836,"27 days, 0:00:00"
1137,1137,STAR,2016-01-29,2016-02-25,Strides Pharma Science Ltd.,132531,2016-01-29,885.3,2016-02-25,1167.9,-0.24197277164140776,"27 days, 0:00:00"
1138,1138,ABIRLANUVO,2016-01-29,2016-02-25,Aditya Birla Nuvo Ltd. - (Amalgamated),100303,2016-01-29,697.35,2016-02-25,873.35,-0.20152287170092173,"27 days, 0:00:00"
1139,1139,BIOCON,2016-01-29,2016-02-25,Biocon Ltd.,132523,2016-01-29,76.2083333333333,2016-02-25,81.5583333333333,-0.06559722080310612,"27 days, 0:00:00"
1140,1140,BRITANNIA,2016-02-26,2016-03-31,Britannia Industries Ltd.,100825,2016-02-26,1343.25,2016-03-31,1356.225,-0.009566996626665863,"34 days, 0:00:00"
1141,1141,BAJFINANCE,2016-02-26,2016-03-31,Bajaj Finance Ltd.,100034,2016-02-26,692.415,2016-03-31,580.845,0.19208222503421726,"34 days, 0:00:00"
1142,1142,ASHOKLEY,2016-02-26,2016-03-31,Ashok Leyland Ltd.,100477,2016-02-26,108.6,2016-03-31,85.55,0.2694330800701344,"34 days, 0:00:00"
1143,1143,MARICO,2016-02-26,2016-03-31,Marico Ltd.,131642,2016-02-26,244.3,2016-03-31,237.55,0.02841507051147127,"34 days, 0:00:00"
1144,1144,JETAIRWAYS,2016-02-26,2016-03-31,Jet Airways (India) Ltd.,132617,2016-02-26,547.3,2016-03-31,505.4,0.0829046299960427,"34 days, 0:00:00"
1145,1145,BEML,2016-02-26,2016-03-31,BEML Ltd.,100048,2016-02-26,1044.1,2016-03-31,952.75,0.09588034636578316,"34 days, 0:00:00"
1146,1146,HINDPETRO,2016-02-26,2016-03-31,Hindustan Petroleum Corporation Ltd.,100104,2016-02-26,175.055555555556,2016-03-31,146.966666666667,0.19112421561956627,"34 days, 0:00:00"
1147,1147,AUROPHARMA,2016-02-26,2016-03-31,Aurobindo Pharma Ltd.,124804,2016-02-26,744.9,2016-03-31,615.85,0.20954777949175926,"34 days, 0:00:00"
1148,1148,MARUTI,2016-02-26,2016-03-31,Maruti Suzuki India Ltd.,132500,2016-02-26,3716.3,2016-03-31,3409.2,0.09007978411357515,"34 days, 0:00:00"
1149,1149,GODREJCP,2016-02-26,2016-03-31,Godrej Consumer Products Ltd.,132424,2016-02-26,460.266666666667,2016-03-31,399.866666666667,0.15105035011670537,"34 days, 0:00:00"
1150,1150,SRF,2016-02-26,2016-03-31,SRF Ltd.,103806,2016-02-26,261.69,2016-03-31,210.15,0.24525339043540323,"34 days, 0:00:00"
1151,1151,AJANTPHARM,2016-02-26,2016-03-31,Ajanta Pharma Ltd.,132331,2016-02-26,939.433333333333,2016-03-31,858.066666666667,0.09482557687825276,"34 days, 0:00:00"
1152,1152,WOCKPHARMA,2016-02-26,2016-03-31,Wockhardt Ltd.,132300,2016-02-26,897.819730967049,2016-03-31,720.274600124343,0.24649644845459764,"34 days, 0:00:00"
1153,1153,BEL,2016-02-26,2016-03-31,Bharat Electronics Ltd.,100049,2016-02-26,37.1,2016-03-31,31.9924242424242,0.15964953824295683,"34 days, 0:00:00"
1154,1154,DIVISLAB,2016-02-26,2016-03-31,Divi's Laboratories Ltd.,132488,2016-02-26,987.25,2016-03-31,934.05,0.056956265724533,"34 days, 0:00:00"
1155,1155,SIEMENS,2016-02-26,2016-03-31,Siemens Ltd.,100550,2016-02-26,1099.7,2016-03-31,993.4,0.10700624119186639,"34 days, 0:00:00"
1156,1156,BPCL,2016-02-26,2016-03-31,Bharat Petroleum Corporation Ltd.,100547,2016-02-26,301.433333333333,2016-03-31,254.9,0.18255525042500192,"34 days, 0:00:00"
1157,1157,GODREJIND,2016-02-26,2016-03-31,Godrej Industries Ltd.,100164,2016-02-26,355.0,2016-03-31,301.95,0.1756913396257659,"34 days, 0:00:00"
1158,1158,TORNTPHARM,2016-02-26,2016-03-31,Torrent Pharmaceuticals Ltd.,100420,2016-02-26,670.125,2016-03-31,632.475,0.05952804458674252,"34 days, 0:00:00"
1159,1159,LUPIN,2016-02-26,2016-03-31,Lupin Ltd.,100257,2016-02-26,1479.25,2016-03-31,1726.75,-0.14333285073114232,"34 days, 0:00:00"
1160,1160,DISHTV,2016-02-26,2016-03-31,Dish TV India Ltd.,132839,2016-02-26,86.7,2016-03-31,67.4,0.2863501483679525,"34 days, 0:00:00"
1161,1161,IOC,2016-02-26,2016-03-31,Indian Oil Corporation Ltd.,130965,2016-02-26,65.6,2016-03-31,60.7166666666667,0.08042821850123462,"34 days, 0:00:00"
1162,1162,APOLLOHOSP,2016-02-26,2016-03-31,Apollo Hospitals Enterprise Ltd.,108869,2016-02-26,1329.3,2016-03-31,1433.6,-0.07275390624999997,"34 days, 0:00:00"
1163,1163,VOLTAS,2016-02-26,2016-03-31,Voltas Ltd.,100575,2016-02-26,278.1,2016-03-31,225.6,0.23271276595744694,"34 days, 0:00:00"
1164,1164,UPL,2016-02-26,2016-03-31,UPL Ltd.,112070,2016-02-26,318.466666666667,2016-03-31,252.366666666667,0.26192048606524865,"34 days, 0:00:00"
1165,1165,DABUR,2016-02-26,2016-03-31,Dabur India Ltd.,100096,2016-02-26,249.9,2016-03-31,241.3,0.03564028180687938,"34 days, 0:00:00"
1166,1166,PETRONET,2016-02-26,2016-03-31,Petronet LNG Ltd.,132522,2016-02-26,125.375,2016-03-31,116.425,0.07687352372772173,"34 days, 0:00:00"
1167,1167,STAR,2016-02-26,2016-03-31,Strides Pharma Science Ltd.,132531,2016-02-26,1084.05,2016-03-31,874.45,0.23969352164217497,"34 days, 0:00:00"
1168,1168,ABIRLANUVO,2016-02-26,2016-03-31,Aditya Birla Nuvo Ltd. - (Amalgamated),100303,2016-02-26,822.6,2016-03-31,707.25,0.16309650053022273,"34 days, 0:00:00"
1169,1169,BIOCON,2016-02-26,2016-03-31,Biocon Ltd.,132523,2016-02-26,80.5583333333333,2016-03-31,77.8583333333333,0.03467836883228072,"34 days, 0:00:00"
1170,1170,BRITANNIA,2016-04-01,2016-04-28,Britannia Industries Ltd.,100825,2016-04-01,1412.775,2016-04-28,1339.525,0.05468356320337433,"27 days, 0:00:00"
1171,1171,BAJFINANCE,2016-04-01,2016-04-28,Bajaj Finance Ltd.,100034,2016-04-01,696.71,2016-04-28,687.75,0.013027989821883005,"27 days, 0:00:00"
1172,1172,ASHOKLEY,2016-04-01,2016-04-28,Ashok Leyland Ltd.,100477,2016-04-01,105.4,2016-04-28,110.25,-0.04399092970521537,"27 days, 0:00:00"
1173,1173,MARICO,2016-04-01,2016-04-28,Marico Ltd.,131642,2016-04-01,251.15,2016-04-28,242.0,0.037809917355371925,"27 days, 0:00:00"
1174,1174,JETAIRWAYS,2016-04-01,2016-04-28,Jet Airways (India) Ltd.,132617,2016-04-01,628.15,2016-04-28,566.5,0.10882612533097966,"27 days, 0:00:00"
1175,1175,BEML,2016-04-01,2016-04-28,BEML Ltd.,100048,2016-04-01,918.95,2016-04-28,1028.45,-0.10647090281491564,"27 days, 0:00:00"
1176,1176,HINDPETRO,2016-04-01,2016-04-28,Hindustan Petroleum Corporation Ltd.,100104,2016-04-01,184.744444444444,2016-04-28,176.411111111111,0.047238143226048405,"27 days, 0:00:00"
1177,1177,AUROPHARMA,2016-04-01,2016-04-28,Aurobindo Pharma Ltd.,124804,2016-04-01,764.35,2016-04-28,729.9,0.04719824633511446,"27 days, 0:00:00"
1178,1178,MARUTI,2016-04-01,2016-04-28,Maruti Suzuki India Ltd.,132500,2016-04-01,3747.95,2016-04-28,3723.2,0.0066475075204125485,"27 days, 0:00:00"
1179,1179,GODREJCP,2016-04-01,2016-04-28,Godrej Consumer Products Ltd.,132424,2016-04-01,444.1,2016-04-28,461.733333333333,-0.038189431129078105,"27 days, 0:00:00"
1180,1180,SRF,2016-04-01,2016-04-28,SRF Ltd.,103806,2016-04-01,268.51,2016-04-28,255.88,0.04935907456620289,"27 days, 0:00:00"
1181,1181,AJANTPHARM,2016-04-01,2016-04-28,Ajanta Pharma Ltd.,132331,2016-04-01,1026.06666666667,2016-04-28,928.7,0.10484189368651875,"27 days, 0:00:00"
1182,1182,WOCKPHARMA,2016-04-01,2016-04-28,Wockhardt Ltd.,132300,2016-04-01,919.897643135703,2016-04-28,900.953964844854,0.021026244436485864,"27 days, 0:00:00"
1183,1183,BEL,2016-04-01,2016-04-28,Bharat Electronics Ltd.,100049,2016-04-01,35.869696969697,2016-04-28,36.3363636363636,-0.012842965557499569,"27 days, 0:00:00"
1184,1184,DIVISLAB,2016-04-01,2016-04-28,Divi's Laboratories Ltd.,132488,2016-04-01,1050.15,2016-04-28,1008.55,0.041247335283327684,"27 days, 0:00:00"
1185,1185,SIEMENS,2016-04-01,2016-04-28,Siemens Ltd.,100550,2016-04-01,1147.95,2016-04-28,1122.9,0.022308308843173884,"27 days, 0:00:00"
1186,1186,BPCL,2016-04-01,2016-04-28,Bharat Petroleum Corporation Ltd.,100547,2016-04-01,320.916666666667,2016-04-28,295.75,0.0850943927867017,"27 days, 0:00:00"
1187,1187,GODREJIND,2016-04-01,2016-04-28,Godrej Industries Ltd.,100164,2016-04-01,348.0,2016-04-28,357.05,-0.02534659011342952,"27 days, 0:00:00"
1188,1188,TORNTPHARM,2016-04-01,2016-04-28,Torrent Pharmaceuticals Ltd.,100420,2016-04-01,709.5,2016-04-28,681.05,0.041773731737757946,"27 days, 0:00:00"
1189,1189,LUPIN,2016-04-01,2016-04-28,Lupin Ltd.,100257,2016-04-01,1576.3,2016-04-28,1464.85,0.07608287537973175,"27 days, 0:00:00"
1190,1190,DISHTV,2016-04-01,2016-04-28,Dish TV India Ltd.,132839,2016-04-01,89.85,2016-04-28,85.3,0.053341148886283676,"27 days, 0:00:00"
1191,1191,IOC,2016-04-01,2016-04-28,Indian Oil Corporation Ltd.,130965,2016-04-01,70.6666666666667,2016-04-28,65.5083333333333,0.07874316244752685,"27 days, 0:00:00"
1192,1192,APOLLOHOSP,2016-04-01,2016-04-28,Apollo Hospitals Enterprise Ltd.,108869,2016-04-01,1313.15,2016-04-28,1348.95,-0.026539160087475408,"27 days, 0:00:00"
1193,1193,VOLTAS,2016-04-01,2016-04-28,Voltas Ltd.,100575,2016-04-01,294.7,2016-04-28,284.85,0.034579603299982324,"27 days, 0:00:00"
1194,1194,UPL,2016-04-01,2016-04-28,UPL Ltd.,112070,2016-04-01,344.633333333333,2016-04-28,310.966666666667,0.10826455139886151,"27 days, 0:00:00"
1195,1195,DABUR,2016-04-01,2016-04-28,Dabur India Ltd.,100096,2016-04-01,269.65,2016-04-28,250.5,0.07644710578842306,"27 days, 0:00:00"
1196,1196,PETRONET,2016-04-01,2016-04-28,Petronet LNG Ltd.,132522,2016-04-01,129.875,2016-04-28,123.475,0.051832354727677714,"27 days, 0:00:00"
1197,1197,STAR,2016-04-01,2016-04-28,Strides Pharma Science Ltd.,132531,2016-04-01,1082.3,2016-04-28,1063.05,0.01810827336437609,"27 days, 0:00:00"
1198,1198,ABIRLANUVO,2016-04-01,2016-04-28,Aditya Birla Nuvo Ltd. - (Amalgamated),100303,2016-04-01,854.95,2016-04-28,831.25,0.028511278195488775,"27 days, 0:00:00"
1199,1199,BIOCON,2016-04-01,2016-04-28,Biocon Ltd.,132523,2016-04-01,95.9416666666667,2016-04-28,81.8166666666667,0.17264208596455483,"27 days, 0:00:00"
1200,1200,BRITANNIA,2016-04-29,2016-05-26,Britannia Industries Ltd.,100825,2016-04-29,1372.2,2016-05-26,1431.3,-0.041291133934185646,"27 days, 0:00:00"
1201,1201,BAJFINANCE,2016-04-29,2016-05-26,Bajaj Finance Ltd.,100034,2016-04-29,745.835,2016-05-26,682.91,0.09214244922464171,"27 days, 0:00:00"
1202,1202,ASHOKLEY,2016-04-29,2016-05-26,Ashok Leyland Ltd.,100477,2016-04-29,104.2,2016-05-26,106.8,-0.02434456928838946,"27 days, 0:00:00"
1203,1203,MARICO,2016-04-29,2016-05-26,Marico Ltd.,131642,2016-04-29,253.75,2016-05-26,259.1,-0.020648398301814058,"27 days, 0:00:00"
1204,1204,JETAIRWAYS,2016-04-29,2016-05-26,Jet Airways (India) Ltd.,132617,2016-04-29,606.25,2016-05-26,617.45,-0.018139120576564978,"27 days, 0:00:00"
1205,1205,BEML,2016-04-29,2016-05-26,BEML Ltd.,100048,2016-04-29,826.7,2016-05-26,920.95,-0.10233997502578858,"27 days, 0:00:00"
1206,1206,HINDPETRO,2016-04-29,2016-05-26,Hindustan Petroleum Corporation Ltd.,100104,2016-04-29,188.811111111111,2016-05-26,185.277777777778,0.019070464767614318,"27 days, 0:00:00"
1207,1207,AUROPHARMA,2016-04-29,2016-05-26,Aurobindo Pharma Ltd.,124804,2016-04-29,744.55,2016-05-26,759.95,-0.02026449108493992,"27 days, 0:00:00"
1208,1208,MARUTI,2016-04-29,2016-05-26,Maruti Suzuki India Ltd.,132500,2016-04-29,4118.0,2016-05-26,3794.65,0.08521207489491782,"27 days, 0:00:00"
1209,1209,GODREJCP,2016-04-29,2016-05-26,Godrej Consumer Products Ltd.,132424,2016-04-29,494.833333333333,2016-05-26,440.55,0.12321719063292012,"27 days, 0:00:00"
1210,1210,SRF,2016-04-29,2016-05-26,SRF Ltd.,103806,2016-04-29,247.13,2016-05-26,272.93,-0.09452973289854545,"27 days, 0:00:00"
1211,1211,AJANTPHARM,2016-04-29,2016-05-26,Ajanta Pharma Ltd.,132331,2016-04-29,1001.0,2016-05-26,1009.66666666667,-0.008583690987127775,"27 days, 0:00:00"
1212,1212,WOCKPHARMA,2016-04-29,2016-05-26,Wockhardt Ltd.,132300,2016-04-29,829.97278584751,2016-05-26,914.504917198892,-0.09243485711405697,"27 days, 0:00:00"
1213,1213,BEL,2016-04-29,2016-05-26,Bharat Electronics Ltd.,100049,2016-04-29,34.0606060606061,2016-05-26,35.8136363636364,-0.04894868215086504,"27 days, 0:00:00"
1214,1214,DIVISLAB,2016-04-29,2016-05-26,Divi's Laboratories Ltd.,132488,2016-04-29,1041.5,2016-05-26,1051.1,-0.009133288935400923,"27 days, 0:00:00"
1215,1215,SIEMENS,2016-04-29,2016-05-26,Siemens Ltd.,100550,2016-04-29,1186.15,2016-05-26,1137.8,0.04249428722095284,"27 days, 0:00:00"
1216,1216,BPCL,2016-04-29,2016-05-26,Bharat Petroleum Corporation Ltd.,100547,2016-04-29,308.933333333333,2016-05-26,326.0,-0.05235173824130983,"27 days, 0:00:00"
1217,1217,GODREJIND,2016-04-29,2016-05-26,Godrej Industries Ltd.,100164,2016-04-29,343.85,2016-05-26,348.9,-0.014474061335626124,"27 days, 0:00:00"
1218,1218,TORNTPHARM,2016-04-29,2016-05-26,Torrent Pharmaceuticals Ltd.,100420,2016-04-29,691.2,2016-05-26,715.125,-0.03345568956476134,"27 days, 0:00:00"
1219,1219,LUPIN,2016-04-29,2016-05-26,Lupin Ltd.,100257,2016-04-29,1469.95,2016-05-26,1607.25,-0.08542541608337219,"27 days, 0:00:00"
1220,1220,DISHTV,2016-04-29,2016-05-26,Dish TV India Ltd.,132839,2016-04-29,85.65,2016-05-26,90.5,-0.05359116022099441,"27 days, 0:00:00"
1221,1221,IOC,2016-04-29,2016-05-26,Indian Oil Corporation Ltd.,130965,2016-04-29,67.025,2016-05-26,72.2083333333333,-0.07178303519907624,"27 days, 0:00:00"
1222,1222,APOLLOHOSP,2016-04-29,2016-05-26,Apollo Hospitals Enterprise Ltd.,108869,2016-04-29,1345.9,2016-05-26,1312.15,0.025721144686202034,"27 days, 0:00:00"
1223,1223,VOLTAS,2016-04-29,2016-05-26,Voltas Ltd.,100575,2016-04-29,338.35,2016-05-26,293.5,0.15281090289608185,"27 days, 0:00:00"
1224,1224,UPL,2016-04-29,2016-05-26,UPL Ltd.,112070,2016-04-29,395.3,2016-05-26,358.6,0.10234244283324034,"27 days, 0:00:00"
1225,1225,DABUR,2016-04-29,2016-05-26,Dabur India Ltd.,100096,2016-04-29,294.4,2016-05-26,275.8,0.06744017403915868,"27 days, 0:00:00"
1226,1226,PETRONET,2016-04-29,2016-05-26,Petronet LNG Ltd.,132522,2016-04-29,134.825,2016-05-26,131.775,0.023145513185353694,"27 days, 0:00:00"
