,Symbol,Start,End,Company Name,Accord Code
2877,SRF,2020-11-27,2020-12-31,SRF Ltd.,103806
2878,SUNPHARMA,2020-11-27,2020-12-31,Sun Pharmaceutical Industries Ltd.,124715
2879,CIPLA,2020-11-27,2020-12-31,Cipla Ltd.,100087
2880,DIVISLAB,2021-01-01,2021-01-28,Divi's Laboratories Ltd.,132488
2881,DRREDDY,2021-01-01,2021-01-28,Dr. Reddy's Laboratories Ltd.,100124
2882,MINDTREE,2021-01-01,2021-01-28,Mindtree Ltd. - (Amalgamated),132819
2883,CADILAHC,2021-01-01,2021-01-28,Zydus Lifesciences Ltd.,132321
2884,CIPLA,2021-01-01,2021-01-28,Cipla Ltd.,100087
2885,TATACONSUM,2021-01-01,2021-01-28,Tata Consumer Products Ltd.,100800
2886,ESCORTS,2021-01-01,2021-01-28,Escorts Kubota Ltd.,100495
2887,AUROPHARMA,2021-01-01,2021-01-28,Aurobindo Pharma Ltd.,124804
2888,INFY,2021-01-01,2021-01-28,Infosys Ltd.,100209
2889,ADANIENT,2021-01-01,2021-01-28,Adani Enterprises Ltd.,112599
2890,HCLTECH,2021-01-01,2021-01-28,HCL Technologies Ltd.,132281
2891,NAUKRI,2021-01-01,2021-01-28,Info Edge (India) Ltd.,132777
2892,WIPRO,2021-01-01,2021-01-28,Wipro Ltd.,107685
2893,ASIANPAINT,2021-01-01,2021-01-28,Asian Paints Ltd.,100820
2894,APOLLOHOSP,2021-01-01,2021-01-28,Apollo Hospitals Enterprise Ltd.,108869
2895,BALKRISIND,2021-01-01,2021-01-28,Balkrishna Industries Ltd.,102355
2896,JUBLFOOD,2021-01-01,2021-01-28,Jubilant FoodWorks Ltd.,215367
2897,COFORGE,2021-01-01,2021-01-28,Coforge Ltd.,132541
2898,TORNTPHARM,2021-01-01,2021-01-28,Torrent Pharmaceuticals Ltd.,100420
2899,BIOCON,2021-01-01,2021-01-28,Biocon Ltd.,132523
2900,SRF,2021-01-01,2021-01-28,SRF Ltd.,103806
2901,LALPATHLAB,2021-01-01,2021-01-28,Dr. Lal Pathlabs Ltd.,218763
2902,SAIL,2021-01-01,2021-01-28,Steel Authority Of India Ltd.,100113
2903,BERGEPAINT,2021-01-01,2021-01-28,Berger Paints India Ltd.,109480
2904,AARTIIND,2021-01-01,2021-01-28,Aarti Industries Ltd.,124208
2905,MUTHOOTFIN,2021-01-01,2021-01-28,Muthoot Finance Ltd.,221790
2906,TCS,2021-01-01,2021-01-28,Tata Consultancy Services Ltd.,132540
2907,IDEA,2021-01-01,2021-01-28,Vodafone Idea Ltd.,132822
2908,GLENMARK,2021-01-01,2021-01-28,Glenmark Pharmaceuticals Ltd.,132296
2909,HAVELLS,2021-01-01,2021-01-28,Havells India Ltd.,117354
2910,DIVISLAB,2021-01-29,2021-02-25,Divi's Laboratories Ltd.,132488
2911,DRREDDY,2021-01-29,2021-02-25,Dr. Reddy's Laboratories Ltd.,100124
2912,MINDTREE,2021-01-29,2021-02-25,Mindtree Ltd. - (Amalgamated),132819
2913,CADILAHC,2021-01-29,2021-02-25,Zydus Lifesciences Ltd.,132321
2914,CIPLA,2021-01-29,2021-02-25,Cipla Ltd.,100087
2915,TATACONSUM,2021-01-29,2021-02-25,Tata Consumer Products Ltd.,100800
2916,ESCORTS,2021-01-29,2021-02-25,Escorts Kubota Ltd.,100495
2917,AUROPHARMA,2021-01-29,2021-02-25,Aurobindo Pharma Ltd.,124804
2918,INFY,2021-01-29,2021-02-25,Infosys Ltd.,100209
2919,ADANIENT,2021-01-29,2021-02-25,Adani Enterprises Ltd.,112599
2920,HCLTECH,2021-01-29,2021-02-25,HCL Technologies Ltd.,132281
2921,NAUKRI,2021-01-29,2021-02-25,Info Edge (India) Ltd.,132777
2922,WIPRO,2021-01-29,2021-02-25,Wipro Ltd.,107685
2923,ASIANPAINT,2021-01-29,2021-02-25,Asian Paints Ltd.,100820
2924,APOLLOHOSP,2021-01-29,2021-02-25,Apollo Hospitals Enterprise Ltd.,108869
2925,BALKRISIND,2021-01-29,2021-02-25,Balkrishna Industries Ltd.,102355
2926,JUBLFOOD,2021-01-29,2021-02-25,Jubilant FoodWorks Ltd.,215367
2927,COFORGE,2021-01-29,2021-02-25,Coforge Ltd.,132541
2928,TORNTPHARM,2021-01-29,2021-02-25,Torrent Pharmaceuticals Ltd.,100420
2929,BIOCON,2021-01-29,2021-02-25,Biocon Ltd.,132523
2930,SRF,2021-01-29,2021-02-25,SRF Ltd.,103806
2931,LALPATHLAB,2021-01-29,2021-02-25,Dr. Lal Pathlabs Ltd.,218763
2932,SAIL,2021-01-29,2021-02-25,Steel Authority Of India Ltd.,100113
2933,BERGEPAINT,2021-01-29,2021-02-25,Berger Paints India Ltd.,109480
2934,AARTIIND,2021-01-29,2021-02-25,Aarti Industries Ltd.,124208
2935,MUTHOOTFIN,2021-01-29,2021-02-25,Muthoot Finance Ltd.,221790
2936,TCS,2021-01-29,2021-02-25,Tata Consultancy Services Ltd.,132540
2937,IDEA,2021-01-29,2021-02-25,Vodafone Idea Ltd.,132822
2938,GLENMARK,2021-01-29,2021-02-25,Glenmark Pharmaceuticals Ltd.,132296
2939,HAVELLS,2021-01-29,2021-02-25,Havells India Ltd.,117354
2940,DIVISLAB,2021-02-26,2021-03-25,Divi's Laboratories Ltd.,132488
2941,DRREDDY,2021-02-26,2021-03-25,Dr. Reddy's Laboratories Ltd.,100124
2942,MINDTREE,2021-02-26,2021-03-25,Mindtree Ltd. - (Amalgamated),132819
2943,CADILAHC,2021-02-26,2021-03-25,Zydus Lifesciences Ltd.,132321
2944,CIPLA,2021-02-26,2021-03-25,Cipla Ltd.,100087
2945,TATACONSUM,2021-02-26,2021-03-25,Tata Consumer Products Ltd.,100800
2946,ESCORTS,2021-02-26,2021-03-25,Escorts Kubota Ltd.,100495
2947,AUROPHARMA,2021-02-26,2021-03-25,Aurobindo Pharma Ltd.,124804
2948,INFY,2021-02-26,2021-03-25,Infosys Ltd.,100209
2949,ADANIENT,2021-02-26,2021-03-25,Adani Enterprises Ltd.,112599
2950,HCLTECH,2021-02-26,2021-03-25,HCL Technologies Ltd.,132281
2951,NAUKRI,2021-02-26,2021-03-25,Info Edge (India) Ltd.,132777
2952,WIPRO,2021-02-26,2021-03-25,Wipro Ltd.,107685
2953,ASIANPAINT,2021-02-26,2021-03-25,Asian Paints Ltd.,100820
2954,APOLLOHOSP,2021-02-26,2021-03-25,Apollo Hospitals Enterprise Ltd.,108869
2955,BALKRISIND,2021-02-26,2021-03-25,Balkrishna Industries Ltd.,102355
2956,JUBLFOOD,2021-02-26,2021-03-25,Jubilant FoodWorks Ltd.,215367
2957,COFORGE,2021-02-26,2021-03-25,Coforge Ltd.,132541
2958,TORNTPHARM,2021-02-26,2021-03-25,Torrent Pharmaceuticals Ltd.,100420
2959,BIOCON,2021-02-26,2021-03-25,Biocon Ltd.,132523
2960,SRF,2021-02-26,2021-03-25,SRF Ltd.,103806
2961,LALPATHLAB,2021-02-26,2021-03-25,Dr. Lal Pathlabs Ltd.,218763
2962,SAIL,2021-02-26,2021-03-25,Steel Authority Of India Ltd.,100113
2963,BERGEPAINT,2021-02-26,2021-03-25,Berger Paints India Ltd.,109480
2964,AARTIIND,2021-02-26,2021-03-25,Aarti Industries Ltd.,124208
2965,MUTHOOTFIN,2021-02-26,2021-03-25,Muthoot Finance Ltd.,221790
2966,TCS,2021-02-26,2021-03-25,Tata Consultancy Services Ltd.,132540
2967,IDEA,2021-02-26,2021-03-25,Vodafone Idea Ltd.,132822
2968,GLENMARK,2021-02-26,2021-03-25,Glenmark Pharmaceuticals Ltd.,132296
2969,HAVELLS,2021-02-26,2021-03-25,Havells India Ltd.,117354
2970,DIVISLAB,2021-03-26,2021-04-29,Divi's Laboratories Ltd.,132488
2971,DRREDDY,2021-03-26,2021-04-29,Dr. Reddy's Laboratories Ltd.,100124
2972,MINDTREE,2021-03-26,2021-04-29,Mindtree Ltd. - (Amalgamated),132819
2973,CADILAHC,2021-03-26,2021-04-29,Zydus Lifesciences Ltd.,132321
2974,CIPLA,2021-03-26,2021-04-29,Cipla Ltd.,100087
2975,TATACONSUM,2021-03-26,2021-04-29,Tata Consumer Products Ltd.,100800
2976,ESCORTS,2021-03-26,2021-04-29,Escorts Kubota Ltd.,100495
2977,AUROPHARMA,2021-03-26,2021-04-29,Aurobindo Pharma Ltd.,124804
2978,INFY,2021-03-26,2021-04-29,Infosys Ltd.,100209
2979,ADANIENT,2021-03-26,2021-04-29,Adani Enterprises Ltd.,112599
2980,HCLTECH,2021-03-26,2021-04-29,HCL Technologies Ltd.,132281
2981,NAUKRI,2021-03-26,2021-04-29,Info Edge (India) Ltd.,132777
2982,WIPRO,2021-03-26,2021-04-29,Wipro Ltd.,107685
2983,ASIANPAINT,2021-03-26,2021-04-29,Asian Paints Ltd.,100820
2984,APOLLOHOSP,2021-03-26,2021-04-29,Apollo Hospitals Enterprise Ltd.,108869
2985,BALKRISIND,2021-03-26,2021-04-29,Balkrishna Industries Ltd.,102355
2986,JUBLFOOD,2021-03-26,2021-04-29,Jubilant FoodWorks Ltd.,215367
2987,COFORGE,2021-03-26,2021-04-29,Coforge Ltd.,132541
2988,TORNTPHARM,2021-03-26,2021-04-29,Torrent Pharmaceuticals Ltd.,100420
2989,BIOCON,2021-03-26,2021-04-29,Biocon Ltd.,132523
2990,SRF,2021-03-26,2021-04-29,SRF Ltd.,103806
2991,LALPATHLAB,2021-03-26,2021-04-29,Dr. Lal Pathlabs Ltd.,218763
2992,SAIL,2021-03-26,2021-04-29,Steel Authority Of India Ltd.,100113
2993,BERGEPAINT,2021-03-26,2021-04-29,Berger Paints India Ltd.,109480
2994,AARTIIND,2021-03-26,2021-04-29,Aarti Industries Ltd.,124208
2995,MUTHOOTFIN,2021-03-26,2021-04-29,Muthoot Finance Ltd.,221790
2996,TCS,2021-03-26,2021-04-29,Tata Consultancy Services Ltd.,132540
2997,IDEA,2021-03-26,2021-04-29,Vodafone Idea Ltd.,132822
2998,GLENMARK,2021-03-26,2021-04-29,Glenmark Pharmaceuticals Ltd.,132296
2999,HAVELLS,2021-03-26,2021-04-29,Havells India Ltd.,117354
3000,DIVISLAB,2021-04-30,2021-05-27,Divi's Laboratories Ltd.,132488
3001,DRREDDY,2021-04-30,2021-05-27,Dr. Reddy's Laboratories Ltd.,100124
3002,MINDTREE,2021-04-30,2021-05-27,Mindtree Ltd. - (Amalgamated),132819
3003,CADILAHC,2021-04-30,2021-05-27,Zydus Lifesciences Ltd.,132321
3004,CIPLA,2021-04-30,2021-05-27,Cipla Ltd.,100087
3005,TATACONSUM,2021-04-30,2021-05-27,Tata Consumer Products Ltd.,100800
3006,ESCORTS,2021-04-30,2021-05-27,Escorts Kubota Ltd.,100495
3007,AUROPHARMA,2021-04-30,2021-05-27,Aurobindo Pharma Ltd.,124804
3008,INFY,2021-04-30,2021-05-27,Infosys Ltd.,100209
3009,ADANIENT,2021-04-30,2021-05-27,Adani Enterprises Ltd.,112599
3010,HCLTECH,2021-04-30,2021-05-27,HCL Technologies Ltd.,132281
3011,NAUKRI,2021-04-30,2021-05-27,Info Edge (India) Ltd.,132777
3012,WIPRO,2021-04-30,2021-05-27,Wipro Ltd.,107685
3013,ASIANPAINT,2021-04-30,2021-05-27,Asian Paints Ltd.,100820
3014,APOLLOHOSP,2021-04-30,2021-05-27,Apollo Hospitals Enterprise Ltd.,108869
3015,BALKRISIND,2021-04-30,2021-05-27,Balkrishna Industries Ltd.,102355
3016,JUBLFOOD,2021-04-30,2021-05-27,Jubilant FoodWorks Ltd.,215367
3017,COFORGE,2021-04-30,2021-05-27,Coforge Ltd.,132541
3018,TORNTPHARM,2021-04-30,2021-05-27,Torrent Pharmaceuticals Ltd.,100420
3019,BIOCON,2021-04-30,2021-05-27,Biocon Ltd.,132523
3020,SRF,2021-04-30,2021-05-27,SRF Ltd.,103806
3021,LALPATHLAB,2021-04-30,2021-05-27,Dr. Lal Pathlabs Ltd.,218763
3022,SAIL,2021-04-30,2021-05-27,Steel Authority Of India Ltd.,100113
3023,BERGEPAINT,2021-04-30,2021-05-27,Berger Paints India Ltd.,109480
3024,AARTIIND,2021-04-30,2021-05-27,Aarti Industries Ltd.,124208
3025,MUTHOOTFIN,2021-04-30,2021-05-27,Muthoot Finance Ltd.,221790
3026,TCS,2021-04-30,2021-05-27,Tata Consultancy Services Ltd.,132540
3027,IDEA,2021-04-30,2021-05-27,Vodafone Idea Ltd.,132822
3028,GLENMARK,2021-04-30,2021-05-27,Glenmark Pharmaceuticals Ltd.,132296
3029,HAVELLS,2021-04-30,2021-05-27,Havells India Ltd.,117354
3030,DIVISLAB,2021-05-28,2021-06-24,Divi's Laboratories Ltd.,132488
3031,DRREDDY,2021-05-28,2021-06-24,Dr. Reddy's Laboratories Ltd.,100124
3032,MINDTREE,2021-05-28,2021-06-24,Mindtree Ltd. - (Amalgamated),132819
3033,CADILAHC,2021-05-28,2021-06-24,Zydus Lifesciences Ltd.,132321
3034,CIPLA,2021-05-28,2021-06-24,Cipla Ltd.,100087
3035,TATACONSUM,2021-05-28,2021-06-24,Tata Consumer Products Ltd.,100800
3036,ESCORTS,2021-05-28,2021-06-24,Escorts Kubota Ltd.,100495
3037,AUROPHARMA,2021-05-28,2021-06-24,Aurobindo Pharma Ltd.,124804
3038,INFY,2021-05-28,2021-06-24,Infosys Ltd.,100209
3039,ADANIENT,2021-05-28,2021-06-24,Adani Enterprises Ltd.,112599
3040,HCLTECH,2021-05-28,2021-06-24,HCL Technologies Ltd.,132281
3041,NAUKRI,2021-05-28,2021-06-24,Info Edge (India) Ltd.,132777
3042,WIPRO,2021-05-28,2021-06-24,Wipro Ltd.,107685
3043,ASIANPAINT,2021-05-28,2021-06-24,Asian Paints Ltd.,100820
3044,APOLLOHOSP,2021-05-28,2021-06-24,Apollo Hospitals Enterprise Ltd.,108869
3045,BALKRISIND,2021-05-28,2021-06-24,Balkrishna Industries Ltd.,102355
3046,JUBLFOOD,2021-05-28,2021-06-24,Jubilant FoodWorks Ltd.,215367
3047,COFORGE,2021-05-28,2021-06-24,Coforge Ltd.,132541
3048,TORNTPHARM,2021-05-28,2021-06-24,Torrent Pharmaceuticals Ltd.,100420
3049,BIOCON,2021-05-28,2021-06-24,Biocon Ltd.,132523
3050,SRF,2021-05-28,2021-06-24,SRF Ltd.,103806
3051,LALPATHLAB,2021-05-28,2021-06-24,Dr. Lal Pathlabs Ltd.,218763
3052,SAIL,2021-05-28,2021-06-24,Steel Authority Of India Ltd.,100113
3053,BERGEPAINT,2021-05-28,2021-06-24,Berger Paints India Ltd.,109480
3054,AARTIIND,2021-05-28,2021-06-24,Aarti Industries Ltd.,124208
3055,MUTHOOTFIN,2021-05-28,2021-06-24,Muthoot Finance Ltd.,221790
3056,TCS,2021-05-28,2021-06-24,Tata Consultancy Services Ltd.,132540
3057,IDEA,2021-05-28,2021-06-24,Vodafone Idea Ltd.,132822
3058,GLENMARK,2021-05-28,2021-06-24,Glenmark Pharmaceuticals Ltd.,132296
3059,HAVELLS,2021-05-28,2021-06-24,Havells India Ltd.,117354
3060,ADANIENT,2021-06-25,2021-07-29,Adani Enterprises Ltd.,112599
3061,SAIL,2021-06-25,2021-07-29,Steel Authority Of India Ltd.,100113
3062,DEEPAKNTR,2021-06-25,2021-07-29,Deepak Nitrite Ltd.,106401
3063,JSWSTEEL,2021-06-25,2021-07-29,JSW Steel Ltd.,100228
3064,TATASTEEL,2021-06-25,2021-07-29,Tata Steel Ltd.,100470
3065,TATAMOTORS,2021-06-25,2021-07-29,Tata Motors Ltd.,100570
3066,WIPRO,2021-06-25,2021-07-29,Wipro Ltd.,107685
3067,APOLLOHOSP,2021-06-25,2021-07-29,Apollo Hospitals Enterprise Ltd.,108869
3068,MINDTREE,2021-06-25,2021-07-29,Mindtree Ltd. - (Amalgamated),132819
3069,COFORGE,2021-06-25,2021-07-29,Coforge Ltd.,132541
3070,GRASIM,2021-06-25,2021-07-29,Grasim Industries Ltd.,100300
3071,TATAPOWER,2021-06-25,2021-07-29,Tata Power Company Ltd.,100400
3072,MPHASIS,2021-06-25,2021-07-29,Mphasis Ltd.,126299
3073,CUMMINSIND,2021-06-25,2021-07-29,Cummins India Ltd.,100480
3074,INFY,2021-06-25,2021-07-29,Infosys Ltd.,100209
3075,CHOLAFIN,2021-06-25,2021-07-29,Cholamandalam Investment and Finance Company Ltd.,111243
3076,TATACHEM,2021-06-25,2021-07-29,Tata Chemicals Ltd.,100770
3077,HINDALCO,2021-06-25,2021-07-29,Hindalco Industries Ltd.,100440
3078,ASHOKLEY,2021-06-25,2021-07-29,Ashok Leyland Ltd.,100477
3079,SBIN,2021-06-25,2021-07-29,State Bank Of India,100112
3080,MOTHERSON,2021-06-25,2021-07-29,Samvardhana Motherson International Ltd.,117334
3081,BHARATFORG,2021-06-25,2021-07-29,Bharat Forge Ltd.,100493
3082,NATIONALUM,2021-06-25,2021-07-29,National Aluminium Company Ltd.,132234
3083,NMDC,2021-06-25,2021-07-29,NMDC Ltd.,126371
3084,LTTS,2021-06-25,2021-07-29,L&T Technology Services Ltd.,268618
3085,TECHM,2021-06-25,2021-07-29,Tech Mahindra Ltd.,132755
3086,GUJGASLTD,2021-06-25,2021-07-29,Gujarat Gas Ltd.,249927
3087,LALPATHLAB,2021-06-25,2021-07-29,Dr. Lal Pathlabs Ltd.,218763
3088,DIVISLAB,2021-06-25,2021-07-29,Divi's Laboratories Ltd.,132488
3089,VEDL,2021-06-25,2021-07-29,Vedanta Ltd.,100295
3090,ADANIENT,2021-07-30,2021-08-26,Adani Enterprises Ltd.,112599
3091,SAIL,2021-07-30,2021-08-26,Steel Authority Of India Ltd.,100113
3092,DEEPAKNTR,2021-07-30,2021-08-26,Deepak Nitrite Ltd.,106401
3093,JSWSTEEL,2021-07-30,2021-08-26,JSW Steel Ltd.,100228
3094,TATASTEEL,2021-07-30,2021-08-26,Tata Steel Ltd.,100470
3095,TATAMOTORS,2021-07-30,2021-08-26,Tata Motors Ltd.,100570
3096,WIPRO,2021-07-30,2021-08-26,Wipro Ltd.,107685
3097,APOLLOHOSP,2021-07-30,2021-08-26,Apollo Hospitals Enterprise Ltd.,108869
3098,MINDTREE,2021-07-30,2021-08-26,Mindtree Ltd. - (Amalgamated),132819
3099,COFORGE,2021-07-30,2021-08-26,Coforge Ltd.,132541
3100,GRASIM,2021-07-30,2021-08-26,Grasim Industries Ltd.,100300
3101,TATAPOWER,2021-07-30,2021-08-26,Tata Power Company Ltd.,100400
3102,MPHASIS,2021-07-30,2021-08-26,Mphasis Ltd.,126299
3103,CUMMINSIND,2021-07-30,2021-08-26,Cummins India Ltd.,100480
3104,INFY,2021-07-30,2021-08-26,Infosys Ltd.,100209
3105,CHOLAFIN,2021-07-30,2021-08-26,Cholamandalam Investment and Finance Company Ltd.,111243
3106,TATACHEM,2021-07-30,2021-08-26,Tata Chemicals Ltd.,100770
3107,HINDALCO,2021-07-30,2021-08-26,Hindalco Industries Ltd.,100440
3108,ASHOKLEY,2021-07-30,2021-08-26,Ashok Leyland Ltd.,100477
3109,SBIN,2021-07-30,2021-08-26,State Bank Of India,100112
3110,MOTHERSON,2021-07-30,2021-08-26,Samvardhana Motherson International Ltd.,117334
3111,BHARATFORG,2021-07-30,2021-08-26,Bharat Forge Ltd.,100493
3112,NATIONALUM,2021-07-30,2021-08-26,National Aluminium Company Ltd.,132234
3113,NMDC,2021-07-30,2021-08-26,NMDC Ltd.,126371
3114,LTTS,2021-07-30,2021-08-26,L&T Technology Services Ltd.,268618
3115,TECHM,2021-07-30,2021-08-26,Tech Mahindra Ltd.,132755
3116,GUJGASLTD,2021-07-30,2021-08-26,Gujarat Gas Ltd.,249927
3117,LALPATHLAB,2021-07-30,2021-08-26,Dr. Lal Pathlabs Ltd.,218763
3118,DIVISLAB,2021-07-30,2021-08-26,Divi's Laboratories Ltd.,132488
3119,VEDL,2021-07-30,2021-08-26,Vedanta Ltd.,100295
3120,ADANIENT,2021-08-27,2021-09-30,Adani Enterprises Ltd.,112599
3121,SAIL,2021-08-27,2021-09-30,Steel Authority Of India Ltd.,100113
3122,DEEPAKNTR,2021-08-27,2021-09-30,Deepak Nitrite Ltd.,106401
3123,JSWSTEEL,2021-08-27,2021-09-30,JSW Steel Ltd.,100228
3124,TATASTEEL,2021-08-27,2021-09-30,Tata Steel Ltd.,100470
3125,TATAMOTORS,2021-08-27,2021-09-30,Tata Motors Ltd.,100570
3126,WIPRO,2021-08-27,2021-09-30,Wipro Ltd.,107685
3127,APOLLOHOSP,2021-08-27,2021-09-30,Apollo Hospitals Enterprise Ltd.,108869
3128,MINDTREE,2021-08-27,2021-09-30,Mindtree Ltd. - (Amalgamated),132819
3129,COFORGE,2021-08-27,2021-09-30,Coforge Ltd.,132541
3130,GRASIM,2021-08-27,2021-09-30,Grasim Industries Ltd.,100300
3131,TATAPOWER,2021-08-27,2021-09-30,Tata Power Company Ltd.,100400
3132,MPHASIS,2021-08-27,2021-09-30,Mphasis Ltd.,126299
3133,CUMMINSIND,2021-08-27,2021-09-30,Cummins India Ltd.,100480
3134,INFY,2021-08-27,2021-09-30,Infosys Ltd.,100209
3135,CHOLAFIN,2021-08-27,2021-09-30,Cholamandalam Investment and Finance Company Ltd.,111243
3136,TATACHEM,2021-08-27,2021-09-30,Tata Chemicals Ltd.,100770
3137,HINDALCO,2021-08-27,2021-09-30,Hindalco Industries Ltd.,100440
3138,ASHOKLEY,2021-08-27,2021-09-30,Ashok Leyland Ltd.,100477
3139,SBIN,2021-08-27,2021-09-30,State Bank Of India,100112
3140,MOTHERSON,2021-08-27,2021-09-30,Samvardhana Motherson International Ltd.,117334
3141,BHARATFORG,2021-08-27,2021-09-30,Bharat Forge Ltd.,100493
3142,NATIONALUM,2021-08-27,2021-09-30,National Aluminium Company Ltd.,132234
3143,NMDC,2021-08-27,2021-09-30,NMDC Ltd.,126371
3144,LTTS,2021-08-27,2021-09-30,L&T Technology Services Ltd.,268618
3145,TECHM,2021-08-27,2021-09-30,Tech Mahindra Ltd.,132755
3146,GUJGASLTD,2021-08-27,2021-09-30,Gujarat Gas Ltd.,249927
3147,LALPATHLAB,2021-08-27,2021-09-30,Dr. Lal Pathlabs Ltd.,218763
3148,DIVISLAB,2021-08-27,2021-09-30,Divi's Laboratories Ltd.,132488
3149,VEDL,2021-08-27,2021-09-30,Vedanta Ltd.,100295
3150,ADANIENT,2021-10-01,2021-10-28,Adani Enterprises Ltd.,112599
3151,SAIL,2021-10-01,2021-10-28,Steel Authority Of India Ltd.,100113
3152,DEEPAKNTR,2021-10-01,2021-10-28,Deepak Nitrite Ltd.,106401
3153,JSWSTEEL,2021-10-01,2021-10-28,JSW Steel Ltd.,100228
3154,TATASTEEL,2021-10-01,2021-10-28,Tata Steel Ltd.,100470
3155,TATAMOTORS,2021-10-01,2021-10-28,Tata Motors Ltd.,100570
3156,WIPRO,2021-10-01,2021-10-28,Wipro Ltd.,107685
3157,APOLLOHOSP,2021-10-01,2021-10-28,Apollo Hospitals Enterprise Ltd.,108869
3158,MINDTREE,2021-10-01,2021-10-28,Mindtree Ltd. - (Amalgamated),132819
3159,COFORGE,2021-10-01,2021-10-28,Coforge Ltd.,132541
3160,GRASIM,2021-10-01,2021-10-28,Grasim Industries Ltd.,100300
3161,TATAPOWER,2021-10-01,2021-10-28,Tata Power Company Ltd.,100400
3162,MPHASIS,2021-10-01,2021-10-28,Mphasis Ltd.,126299
3163,CUMMINSIND,2021-10-01,2021-10-28,Cummins India Ltd.,100480
3164,INFY,2021-10-01,2021-10-28,Infosys Ltd.,100209
3165,CHOLAFIN,2021-10-01,2021-10-28,Cholamandalam Investment and Finance Company Ltd.,111243
3166,TATACHEM,2021-10-01,2021-10-28,Tata Chemicals Ltd.,100770
3167,HINDALCO,2021-10-01,2021-10-28,Hindalco Industries Ltd.,100440
3168,ASHOKLEY,2021-10-01,2021-10-28,Ashok Leyland Ltd.,100477
3169,SBIN,2021-10-01,2021-10-28,State Bank Of India,100112
3170,MOTHERSON,2021-10-01,2021-10-28,Samvardhana Motherson International Ltd.,117334
3171,BHARATFORG,2021-10-01,2021-10-28,Bharat Forge Ltd.,100493
3172,NATIONALUM,2021-10-01,2021-10-28,National Aluminium Company Ltd.,132234
3173,NMDC,2021-10-01,2021-10-28,NMDC Ltd.,126371
3174,LTTS,2021-10-01,2021-10-28,L&T Technology Services Ltd.,268618
3175,TECHM,2021-10-01,2021-10-28,Tech Mahindra Ltd.,132755
3176,GUJGASLTD,2021-10-01,2021-10-28,Gujarat Gas Ltd.,249927
3177,LALPATHLAB,2021-10-01,2021-10-28,Dr. Lal Pathlabs Ltd.,218763
3178,DIVISLAB,2021-10-01,2021-10-28,Divi's Laboratories Ltd.,132488
3179,VEDL,2021-10-01,2021-10-28,Vedanta Ltd.,100295
3180,ADANIENT,2021-10-29,2021-11-25,Adani Enterprises Ltd.,112599
3181,SAIL,2021-10-29,2021-11-25,Steel Authority Of India Ltd.,100113
3182,DEEPAKNTR,2021-10-29,2021-11-25,Deepak Nitrite Ltd.,106401
3183,JSWSTEEL,2021-10-29,2021-11-25,JSW Steel Ltd.,100228
3184,TATASTEEL,2021-10-29,2021-11-25,Tata Steel Ltd.,100470
3185,TATAMOTORS,2021-10-29,2021-11-25,Tata Motors Ltd.,100570
3186,WIPRO,2021-10-29,2021-11-25,Wipro Ltd.,107685
3187,APOLLOHOSP,2021-10-29,2021-11-25,Apollo Hospitals Enterprise Ltd.,108869
3188,MINDTREE,2021-10-29,2021-11-25,Mindtree Ltd. - (Amalgamated),132819
3189,COFORGE,2021-10-29,2021-11-25,Coforge Ltd.,132541
3190,GRASIM,2021-10-29,2021-11-25,Grasim Industries Ltd.,100300
3191,TATAPOWER,2021-10-29,2021-11-25,Tata Power Company Ltd.,100400
3192,MPHASIS,2021-10-29,2021-11-25,Mphasis Ltd.,126299
3193,CUMMINSIND,2021-10-29,2021-11-25,Cummins India Ltd.,100480
3194,INFY,2021-10-29,2021-11-25,Infosys Ltd.,100209
3195,CHOLAFIN,2021-10-29,2021-11-25,Cholamandalam Investment and Finance Company Ltd.,111243
3196,TATACHEM,2021-10-29,2021-11-25,Tata Chemicals Ltd.,100770
3197,HINDALCO,2021-10-29,2021-11-25,Hindalco Industries Ltd.,100440
3198,ASHOKLEY,2021-10-29,2021-11-25,Ashok Leyland Ltd.,100477
3199,SBIN,2021-10-29,2021-11-25,State Bank Of India,100112
3200,MOTHERSON,2021-10-29,2021-11-25,Samvardhana Motherson International Ltd.,117334
3201,BHARATFORG,2021-10-29,2021-11-25,Bharat Forge Ltd.,100493
3202,NATIONALUM,2021-10-29,2021-11-25,National Aluminium Company Ltd.,132234
3203,NMDC,2021-10-29,2021-11-25,NMDC Ltd.,126371
3204,LTTS,2021-10-29,2021-11-25,L&T Technology Services Ltd.,268618
3205,TECHM,2021-10-29,2021-11-25,Tech Mahindra Ltd.,132755
3206,GUJGASLTD,2021-10-29,2021-11-25,Gujarat Gas Ltd.,249927
3207,LALPATHLAB,2021-10-29,2021-11-25,Dr. Lal Pathlabs Ltd.,218763
3208,DIVISLAB,2021-10-29,2021-11-25,Divi's Laboratories Ltd.,132488
3209,VEDL,2021-10-29,2021-11-25,Vedanta Ltd.,100295
3210,ADANIENT,2021-11-26,2021-12-30,Adani Enterprises Ltd.,112599
3211,SAIL,2021-11-26,2021-12-30,Steel Authority Of India Ltd.,100113
3212,DEEPAKNTR,2021-11-26,2021-12-30,Deepak Nitrite Ltd.,106401
3213,JSWSTEEL,2021-11-26,2021-12-30,JSW Steel Ltd.,100228
3214,TATASTEEL,2021-11-26,2021-12-30,Tata Steel Ltd.,100470
