,Date,Start Value,Stock Start Price,Stock Close Price,Close Symbol,Close Value,Close Qty,Balance
76,2013_3 ,287559.06666666653,622.422222222222,607.2,LT,280526.4,462,9679.999999999418
77,2013_3 ,304003.5,116.7,109.95,SYNDIBANK,286419.75,2605,9679.999999999418
78,2013_3 ,384343.4,180.6125,198.75,HCLTECH,422940.0,2128,9679.999999999418
79,2013_3 ,321962.85,400.95,404.7,INDUSINDBK,324974.1,803,9679.999999999418
80,2013_3 ,399286.0,275.75,264.875,TECHM,383539.0,1448,9679.999999999418
81,2013_3 ,308454.19999999943,192.063636363636,190.036363636364,ICICIBANK,305198.4000000006,1606,9679.999999999418
82,2013_3 ,253900.80000000002,364.8,312.7,RELCAPITAL,217639.2,696,9679.999999999418
83,2013_3 ,325820.88,124.74,128.76,HAVELLS,336321.12,2612,9679.999999999418
84,2013_3 ,325045.5,274.3,256.4,TITAN,303834.0,1185,9679.999999999418
85,2013_3 ,334732.8,220.8,210.45,ZEEL,319042.19999999995,1516,9679.999999999418
86,2013_3 ,177768.15,58.65,46.2,HDIL,140032.2,3031,9679.999999999418
87,2013_3 ,273585.655,106.495,124.695,JUBLFOOD,320341.455,2569,9679.999999999418
88,2013_3 ,334106.5,272.74,260.14,AXISBANK,318671.5,1225,9679.999999999418
89,2013_3 ,348185.25,368.45,350.05,MCLEODRUSS,330797.25,945,9679.999999999418
90,2013_4 ,333110.91,379.83,410.19,UNITDSPR,359736.63,877,9679.999999999418
91,2013_4 ,259957.33379421599,96.8183738525944,112.664746322541,KTKBANK,302504.8438760226,2685,9679.999999999418
92,2013_4 ,259639.5,89.5,95.55,DENABANK,277190.55000000005,2901,9679.999999999418
93,2013_4 ,254828.69999999998,72.975,95.8,AUROPHARMA,334533.60000000003,3492,9679.999999999418
94,2013_4 ,311266.8,11971.8,13672.65,MRF,355488.9,26,9679.999999999418
95,2013_4 ,258590.30000000002,2560.3,2490.8,OFSS,251570.80000000002,101,9679.999999999418
96,2013_4 ,372727.55,491.725,465.215,ASIANPAINT,352632.97,758,9679.999999999418
97,2013_4 ,313847.7218225418,293.864908073541,309.852118305356,GODREJIND,330922.06235012016,1068,9679.999999999418
98,2013_4 ,315852.55,1868.95,1929.95,ULTRACEMCO,326161.54999999993,169,9679.999999999418
99,2013_4 ,268196.4,620.825,693.9,COLPAL,299764.8,432,9679.999999999418
100,2013_4 ,307359.525,312.675,344.775,HDFCBANK,338913.82499999995,983,9679.999999999418
101,2013_4 ,272592.65,59.95,61.2,PTC,278276.4,4547,9679.999999999418
102,2013_4 ,265544.45,127.85,136.05,TATACONSUM,282575.85000000003,2077,9679.999999999418
103,2013_4 ,295535.96002810204,151.169289016932,166.261476627461,TATAMTRDVR,325041.1868066862,1955,9679.999999999418
104,2013_4 ,276564.75,359.175,351.75,BATAINDIA,270847.5,770,9679.999999999418
105,2013_4 ,284426.4,1281.2,1590.95,MARUTI,353190.9,222,9679.999999999418
106,2013_4 ,280526.4,607.2,675.222222222222,LT,311952.6666666665,462,9679.999999999418
107,2013_4 ,286419.75,109.95,119.35,SYNDIBANK,310906.75,2605,9679.999999999418
108,2013_4 ,422940.0,198.75,179.7625,HCLTECH,382534.6,2128,9679.999999999418
109,2013_4 ,324974.1,404.7,467.85,INDUSINDBK,375683.55000000005,803,9679.999999999418
110,2013_4 ,383539.0,264.875,231.8875,TECHM,335773.1,1448,9679.999999999418
111,2013_4 ,305198.4000000006,190.036363636364,214.063636363636,ICICIBANK,343786.19999999943,1606,9679.999999999418
112,2013_4 ,217639.19999999998,312.7,363.25,RELCAPITAL,252821.99999999997,696,9679.999999999418
113,2013_4 ,336321.12,128.76,130.06,HAVELLS,339716.72000000003,2612,9679.999999999418
114,2013_4 ,303834.0,256.4,264.65,TITAN,313610.25,1185,9679.999999999418
115,2013_4 ,319042.2,210.45,225.15,ZEEL,341327.4000000001,1516,9679.999999999418
116,2013_4 ,140032.2,46.2,57.2,HDIL,173373.2,3031,9679.999999999418
117,2013_4 ,320341.45499999996,124.695,108.66,JUBLFOOD,279147.54,2569,9679.999999999418
118,2013_4 ,318671.5,260.14,300.68,AXISBANK,368333.0,1225,9679.999999999418
119,2013_4 ,330797.25,350.05,312.05,MCLEODRUSS,294887.25,945,9679.999999999418
120,2013_5 ,358736.85000000003,409.05,487.95,UNITDSPR,427932.15,877,9679.999999999418
121,2013_5 ,293458.5274801239,109.29554096094,105.445020547682,KTKBANK,283119.8801705262,2685,9679.999999999418
122,2013_5 ,269067.75,92.75,86.6,DENABANK,251226.59999999998,2901,9679.999999999418
123,2013_5 ,332438.4,95.2,88.475,AUROPHARMA,308954.7,3492,9679.999999999418
124,2013_5 ,353410.2,13592.7,15005.45,MRF,390141.7,26,9679.999999999418
125,2013_5 ,258272.15000000002,2557.15,2646.2,OFSS,267266.19999999995,101,9679.999999999418
126,2013_5 ,356680.69,470.555,491.36,ASIANPAINT,372450.88,758,9679.999999999418
127,2013_5 ,330601.9184652276,309.552358113509,306.354916067146,GODREJIND,327187.0503597119,1068,9679.999999999418
128,2013_5 ,322519.60000000003,1908.4,1988.05,ULTRACEMCO,335980.45,169,9679.999999999418
129,2013_5 ,301006.8,696.775,729.6,COLPAL,315187.19999999995,432,9679.999999999418
130,2013_5 ,338692.65,344.55,362.575,HDFCBANK,356411.225,983,9679.999999999418
131,2013_5 ,274184.1,60.3,57.2,PTC,260088.40000000002,4547,9679.999999999418
132,2013_5 ,291610.8,140.4,148.0,TATACONSUM,307395.99999999994,2077,9679.999999999418
133,2013_5 ,329200.9400902225,168.389227667633,171.110769695762,TATAMTRDVR,334521.5547552147,1955,9679.999999999418
134,2013_5 ,274851.5,356.95,412.725,BATAINDIA,317798.25000000006,770,9679.999999999418
135,2013_5 ,371439.30000000005,1673.15,1637.5,MARUTI,363525.0,222,9679.999999999418
136,2013_5 ,316387.8666666665,684.822222222222,634.422222222222,LT,293103.06666666653,462,9679.999999999418
137,2013_5 ,305696.75,117.35,131.75,SYNDIBANK,343208.75,2605,9679.999999999418
138,2013_5 ,364021.0,171.0625,185.5,HCLTECH,394744.0,2128,9679.999999999418
139,2013_5 ,367894.44999999995,458.15,528.85,INDUSINDBK,424666.55,803,9679.999999999418
140,2013_5 ,335320.6,231.575,244.7,TECHM,354325.5999999999,1448,9679.999999999418
141,2013_5 ,334193.9999999999,208.090909090909,215.054545454545,ICICIBANK,345377.5999999993,1606,9679.999999999418
142,2013_5 ,241581.6,347.1,336.6,RELCAPITAL,234273.6,696,9679.999999999418
143,2013_5 ,334623.32,128.11,145.0,HAVELLS,378739.99999999994,2612,9679.999999999418
144,2013_5 ,312840.0,264.0,301.0,TITAN,356685.0,1185,9679.999999999418
145,2013_5 ,339584.0,224.0,235.0,ZEEL,356260.0,1516,9679.999999999418
146,2013_5 ,163067.8,53.8,44.6,HDIL,135182.6,3031,9679.999999999418
147,2013_5 ,282191.805,109.845,110.55,JUBLFOOD,284002.95,2569,9679.999999999418
148,2013_5 ,364155.75,297.27,286.54,AXISBANK,351011.50000000006,1225,9679.999999999418
149,2013_5 ,302541.75,320.15,298.1,MCLEODRUSS,281704.50000000006,945,9679.999999999418
150,2013_6 ,423503.3,482.9,444.4,UNITDSPR,389738.8,877,9679.999999999418
151,2013_6 ,272184.7724392214,101.372354725967,80.4166378615048,KTKBANK,215918.67265814036,2685,9679.999999999418
152,2013_6 ,244989.45,84.45,66.0,DENABANK,191466.0,2901,9679.999999999418
153,2013_6 ,297518.4,85.2,88.475,AUROPHARMA,308954.69999999995,3492,9679.999999999418
154,2013_6 ,387272.60000000003,14895.1,12524.1,MRF,325626.60000000003,26,9679.999999999418
155,2013_6 ,264423.05000000005,2618.05,2667.2,OFSS,269387.2,101,9679.999999999418
156,2013_6 ,368622.98,486.31,453.81,ASIANPAINT,343987.98,758,9679.999999999418
157,2013_6 ,313901.0791366911,293.914868105516,305.955235811351,GODREJIND,326760.19184652285,1068,9679.999999999418
158,2013_6 ,317432.7,1878.3,1877.6,ULTRACEMCO,317314.4,169,9679.999999999418
159,2013_6 ,313210.8,725.025,668.4,COLPAL,288748.8,432,9679.999999999418
160,2013_6 ,344295.75,350.25,323.25,HDFCBANK,317754.75,983,9679.999999999418
161,2013_6 ,252813.2,55.6,45.25,PTC,205751.75,4547,9679.999999999418
162,2013_6 ,303034.3,145.9,129.3,TATACONSUM,268556.1,2077,9679.999999999418
163,2013_6 ,334424.81630675955,171.061287113432,133.701937454583,TATAMTRDVR,261387.28772370977,1955,9679.999999999418
164,2013_6 ,308924.0,401.2,402.325,BATAINDIA,309790.25,770,9679.999999999418
165,2013_6 ,356443.19999999995,1605.6,1521.2,MARUTI,337706.4,222,9679.999999999418
166,2013_6 ,287620.66666666686,622.555555555556,600.177777777778,LT,277282.1333333335,462,9679.999999999418
167,2013_6 ,333830.75,128.15,105.1,SYNDIBANK,273785.5,2605,9679.999999999418
168,2013_6 ,396260.2,186.2125,198.85,HCLTECH,423152.80000000005,2128,9679.999999999418
169,2013_6 ,415391.89999999997,517.3,455.65,INDUSINDBK,365886.94999999995,803,9679.999999999418
170,2013_6 ,350235.0,241.875,270.2,TECHM,391249.60000000003,1448,9679.999999999418
171,2013_6 ,337099.4,209.9,187.372727272727,ICICIBANK,300920.59999999957,1606,9679.999999999418
172,2013_6 ,227278.80000000002,326.55,324.15,RELCAPITAL,225608.4,696,9679.999999999418
173,2013_6 ,385975.24000000005,147.77,142.47,HAVELLS,372131.64,2612,9679.999999999418
174,2013_6 ,347856.75,293.55,222.8,TITAN,264018.0,1185,9679.999999999418
175,2013_6 ,342767.6,226.1,236.1,ZEEL,357927.6,1516,9679.999999999418
176,2013_6 ,126998.9,41.9,35.2,HDIL,106691.20000000001,3031,9679.999999999418
177,2013_6 ,283360.7,110.3,103.615,JUBLFOOD,266186.935,2569,9679.999999999418
178,2013_6 ,350484.75,286.11,255.01,AXISBANK,312387.24999999994,1225,9679.999999999418
179,2013_6 ,278444.25,294.65,271.55,MCLEODRUSS,256614.75,945,9679.999999999418
180,2013_7 ,380232.12,433.56,539.76,UNITDSPR,473369.52,877,5087.578715182841
181,2013_7 ,319168.80000000005,91.4,89.5,AUROPHARMA,312534.00000000006,3492,5087.578715182841
182,2013_7 ,336700.0,12950.0,13847.55,MRF,360036.29999999993,26,5087.578715182841
183,2013_7 ,352841.42,465.49,508.2,ASIANPAINT,385215.6,758,5087.578715182841
184,2013_7 ,333162.6,311.95,274.35,GODREJIND,293005.8,1068,5087.578715182841
185,2013_7 ,313604.85000000003,1855.65,1856.0,ULTRACEMCO,313664.0,169,5087.578715182841
186,2013_7 ,329305.0,335.0,327.02,HDFCBANK,321460.66,983,5087.578715182841
187,2013_7 ,340770.0,1535.0,1414.0,MARUTI,313908.0,222,5087.578715182841
188,2013_7 ,414704.64,194.88,225.75,HCLTECH,480396.00000000006,2128,5087.578715182841
189,2013_7 ,375804.0,468.0,422.25,INDUSINDBK,339066.75,803,5087.578715182841
190,2013_7 ,380302.72,262.64,294.89,TECHM,427000.72,1448,5087.578715182841
191,2013_7 ,386471.52,147.96,153.38,HAVELLS,400628.56,2612,5087.578715182841
192,2013_7 ,358230.8,236.3,259.45,ZEEL,393326.19999999995,1516,5087.578715182841
193,2013_7 ,322297.5,263.1,225.42,AXISBANK,276139.49999999994,1225,5087.578715182841
194,2013_7 ,249085.4,719.9,660.25,SRTRANSFIN,228446.5,346,5087.578715182841
195,2013_7 ,249400.0,362.5,342.4,KOTAKBANK,235571.19999999998,688,5087.578715182841
196,2013_7 ,249397.05000000002,157.15,170.35,DABUR,270345.45,1587,5087.578715182841
197,2013_7 ,249400.5,216.87,239.23,ITC,275114.5,1150,5087.578715182841
198,2013_7 ,248189.55000000002,1923.95,2001.85,BAJAJ_AUTO,258238.65000000002,129,5087.578715182841
199,2013_7 ,249423.30000000002,784.35,864.9,LUPIN,275038.2,318,5087.578715182841
200,2013_7 ,249085.90000000002,531.1,570.6,ABIRLANUVO,267611.4,469,5087.578715182841
201,2013_7 ,248427.19999999998,2218.1,2319.0,DRREDDY,259728.0,112,5087.578715182841
202,2013_7 ,249444.2,485.3,439.975,M_M,226147.15000000002,514,5087.578715182841
203,2013_7 ,249404.64,506.92,547.5,SUNPHARMA,269370.00000000006,492,5087.578715182841
204,2013_7 ,249439.59999999998,142.7,159.55,IDEA,278893.4,1748,5087.578715182841
205,2013_7 ,249162.0,393.0,409.45,CIPLA,259591.3,634,5087.578715182841
206,2013_7 ,249204.69999999998,431.15,445.4,RELIANCE,257441.19999999998,578,5087.578715182841
207,2013_7 ,249401.6,117.2,137.35,RCOM,292280.8,2128,5087.578715182841
208,2013_7 ,248930.0,565.75,688.0,HINDUNILVR,302720.0,440,5087.578715182841
209,2013_7 ,249316.19999999998,378.9,386.4,SUNTV,254251.19999999998,658,5087.578715182841
210,2013_8 ,453751.02999999997,517.39,425.65,UNITDSPR,373295.05,877,5087.578715182841
211,2013_8 ,316130.76,90.53,90.75,AUROPHARMA,316899.0,3492,5087.578715182841
212,2013_8 ,361400.0,13900.0,13115.8,MRF,341010.8,26,5087.578715182841
213,2013_8 ,388475.0,512.5,402.9,ASIANPAINT,305398.19999999995,758,5087.578715182841
214,2013_8 ,291136.80000000005,272.6,228.75,GODREJIND,244305.0,1068,5087.578715182841
215,2013_8 ,319545.2,1890.8,1447.1,ULTRACEMCO,244559.9,169,5087.578715182841
216,2013_8 ,319573.30000000005,325.1,286.02,HDFCBANK,281157.66,983,5087.578715182841
217,2013_8 ,305250.0,1375.0,1249.7,MARUTI,277433.4,222,5087.578715182841
218,2013_8 ,485184.0,228.0,254.5,HCLTECH,541576.0,2128,5087.578715182841
219,2013_8 ,340150.80000000005,423.6,352.95,INDUSINDBK,283418.85000000003,803,5087.578715182841
220,2013_8 ,446346.0,308.25,341.25,TECHM,494130.00000000006,1448,5087.578715182841
221,2013_8 ,393367.2,150.6,124.9,HAVELLS,326238.80000000005,2612,5087.578715182841
222,2013_8 ,384685.0,253.75,224.5,ZEEL,340342.0,1516,5087.578715182841
223,2013_8 ,273505.75,223.27,170.13,AXISBANK,208409.24999999997,1225,5087.578715182841
224,2013_8 ,222910.5,644.25,508.3,SRTRANSFIN,175871.8,346,5087.578715182841
225,2013_8 ,234793.75999999998,341.27,323.65,KOTAKBANK,222671.19999999998,688,5087.578715182841
226,2013_8 ,276296.7,174.1,159.75,DABUR,253523.25,1587,5087.578715182841
227,2013_8 ,285890.0,248.6,203.63,ITC,234174.5,1150,5087.578715182841
228,2013_8 ,262147.35000000003,2032.15,1740.45,BAJAJ_AUTO,224518.05000000002,129,5087.578715182841
229,2013_8 ,273464.10000000003,859.95,809.0,LUPIN,257262.0,318,5087.578715182841
230,2013_8 ,268056.94999999995,571.55,534.5,ABIRLANUVO,250680.49999999997,469,5087.578715182841
231,2013_8 ,259022.39999999997,2312.7,2259.9,DRREDDY,253108.80000000002,112,5087.578715182841
232,2013_8 ,229976.45,447.425,397.125,M_M,204122.25,514,5087.578715182841
233,2013_8 ,276750.0,562.5,510.4,SUNPHARMA,251116.8,492,5087.578715182841
234,2013_8 ,288157.8,164.85,159.15,IDEA,278194.2,1748,5087.578715182841
235,2013_8 ,264314.6,416.9,397.4,CIPLA,251951.59999999998,634,5087.578715182841
236,2013_8 ,260100.0,450.0,422.58,RELIANCE,244251.24,578,5087.578715182841
237,2013_8 ,286535.2,134.65,121.2,RCOM,257913.6,2128,5087.578715182841
238,2013_8 ,293700.0,667.5,607.0,HINDUNILVR,267080.0,440,5087.578715182841
239,2013_8 ,251356.0,382.0,389.35,SUNTV,256192.30000000002,658,5087.578715182841
240,2013_9 ,386029.09,440.17,491.79,UNITDSPR,431299.83,877,5087.578715182841
241,2013_9 ,321159.24,91.97,97.25,AUROPHARMA,339597.0,3492,5087.578715182841
242,2013_9 ,339404.0,13054.0,12791.5,MRF,332579.0,26,5087.578715182841
243,2013_9 ,317374.6,418.7,479.9,ASIANPAINT,363764.19999999995,758,5087.578715182841
244,2013_9 ,259363.8,242.85,277.65,GODREJIND,296530.19999999995,1068,5087.578715182841
245,2013_9 ,248599.0,1471.0,1807.55,ULTRACEMCO,305475.94999999995,169,5087.578715182841
246,2013_9 ,289247.75,294.25,310.55,HDFCBANK,305270.64999999997,983,5087.578715182841
247,2013_9 ,276390.0,1245.0,1387.5,MARUTI,308025.0,222,5087.578715182841
248,2013_9 ,557004.0,261.75,263.13,HCLTECH,559940.64,2128,5087.578715182841
249,2013_9 ,285386.19999999995,355.4,383.2,INDUSINDBK,307709.6,803,5087.578715182841
250,2013_9 ,501732.0,346.5,328.5,TECHM,475668.0,1448,5087.578715182841
251,2013_9 ,314615.4,120.45,124.33,HAVELLS,324749.96,2612,5087.578715182841
252,2013_9 ,356411.6,235.1,239.9,ZEEL,363688.4,1516,5087.578715182841
253,2013_9 ,207919.25,169.73,206.16,AXISBANK,252546.0,1225,5087.578715182841
254,2013_9 ,180300.6,521.1,575.05,SRTRANSFIN,198967.29999999996,346,5087.578715182841
255,2013_9 ,218543.19999999998,317.65,351.65,KOTAKBANK,241935.2,688,5087.578715182841
256,2013_9 ,261775.65,164.95,167.35,DABUR,265584.44999999995,1587,5087.578715182841
257,2013_9 ,237624.5,206.63,232.77,ITC,267685.5,1150,5087.578715182841
258,2013_9 ,236973.0,1837.0,1995.8,BAJAJ_AUTO,257458.19999999998,129,5087.578715182841
259,2013_9 ,257898.0,811.0,856.3,LUPIN,272303.4,318,5087.578715182841
260,2013_9 ,264985.0,565.0,604.63,ABIRLANUVO,283571.47,469,5087.578715182841
261,2013_9 ,256704.0,2292.0,2457.1,DRREDDY,275195.19999999995,112,5087.578715182841
262,2013_9 ,201295.25,391.625,426.05,M_M,218989.70000000004,514,5087.578715182841
263,2013_9 ,256824.0,522.0,581.05,SUNPHARMA,285876.6,492,5087.578715182841
264,2013_9 ,282476.8,161.6,173.15,IDEA,302666.19999999995,1748,5087.578715182841
265,2013_9 ,265836.2,419.3,435.7,CIPLA,276233.8,634,5087.578715182841
266,2013_9 ,245661.56,425.02,419.08,RELIANCE,242228.24000000002,578,5087.578715182841
267,2013_9 ,261531.2,122.9,154.95,RCOM,329733.6,2128,5087.578715182841
268,2013_9 ,276540.0,628.5,629.0,HINDUNILVR,276760.0,440,5087.578715182841
269,2013_9 ,256488.4,389.8,398.9,SUNTV,262476.2,658,5087.578715182841
270,2013_10 ,459802.32999999996,524.29,514.83,UNITDSPR,451505.91000000003,877,5087.578715182841
271,2013_10 ,356079.24,101.97,108.35,AUROPHARMA,378358.2,3492,5087.578715182841
272,2013_10 ,355290.0,13665.0,15745.0,MRF,409370.00000000006,26,5087.578715182841
273,2013_10 ,359822.6,474.7,539.5,ASIANPAINT,408941.0,758,5087.578715182841
274,2013_10 ,294020.4,275.3,296.1,GODREJIND,316234.80000000005,1068,5087.578715182841
275,2013_10 ,308087.0,1823.0,1967.0,ULTRACEMCO,332423.00000000006,169,5087.578715182841
276,2013_10 ,303796.15,309.05,340.2,HDFCBANK,334416.6,983,5087.578715182841
277,2013_10 ,306759.6,1381.8,1636.0,MARUTI,363192.0,222,5087.578715182841
278,2013_10 ,574560.0,270.0,273.92,HCLTECH,582901.76,2128,5087.578715182841
279,2013_10 ,307789.9,383.3,445.35,INDUSINDBK,357616.05000000005,803,5087.578715182841
280,2013_10 ,478897.04000000004,330.73,387.92,TECHM,561708.16,1448,5087.578715182841
281,2013_10 ,332977.76,127.48,148.0,HAVELLS,386576.00000000006,2612,5087.578715182841
282,2013_10 ,364219.0,240.25,266.15,ZEEL,403483.39999999997,1516,5087.578715182841
283,2013_10 ,253820.0,207.2,244.51,AXISBANK,299524.75,1225,5087.578715182841
284,2013_10 ,200714.6,580.1,611.0,SRTRANSFIN,211406.0,346,5087.578715182841
285,2013_10 ,237050.4,344.55,376.17,KOTAKBANK,258804.96000000002,688,5087.578715182841
286,2013_10 ,271853.10000000003,171.3,178.7,DABUR,283596.9,1587,5087.578715182841
287,2013_10 ,269100.0,234.0,223.23,ITC,256714.49999999997,1150,5087.578715182841
288,2013_10 ,257116.35,1993.15,2129.9,BAJAJ_AUTO,274757.10000000003,129,5087.578715182841
289,2013_10 ,274752.0,864.0,887.9,LUPIN,282352.2,318,5087.578715182841
290,2013_10 ,291052.02,620.58,613.5,ABIRLANUVO,287731.5,469,5087.578715182841
